"circ";"coll";"comune";"elettoritot";"elettorimaschi";"NUMVOTANTITOTALI";"NUMVOTANTIMASCHI";"VOTIVALIDI";"SKBIANCHE"
"LOMBARDIA 2";"Ghedi";"CALVISANO";5727,00;2839,00;5184,00;2615,00;4873,00;177,00
"LOMBARDIA 2";"Ghedi";"CAPRIANO DEL COLLE";3063,00;1500,00;2818,00;1404,00;2597,00;133,00
"LOMBARDIA 2";"Ghedi";"CASTEL MELLA";6367,00;3118,00;5804,00;2845,00;5444,00;181,00
"LOMBARDIA 2";"Ghedi";"CIGOLE";1231,00;610,00;1086,00;553,00;1022,00;37,00
"LOMBARDIA 2";"Ghedi";"FIESSE";1501,00;734,00;1379,00;683,00;1274,00;57,00
"LOMBARDIA 2";"Ghedi";"GAMBARA";3612,00;1772,00;3205,00;1604,00;3013,00;133,00
"LOMBARDIA 2";"Ghedi";"GHEDI";12246,00;6166,00;10778,00;5474,00;10038,00;410,00
"LOMBARDIA 2";"Ghedi";"GOTTOLENGO";3766,00;1830,00;3373,00;1650,00;3156,00;127,00
"LOMBARDIA 2";"Ghedi";"ISORELLA";2769,00;1380,00;2550,00;1290,00;2390,00;114,00
"LOMBARDIA 2";"Ghedi";"LENO";9843,00;4859,00;8767,00;4384,00;8195,00;295,00
"LOMBARDIA 2";"Ghedi";"MAIRANO";1855,00;932,00;1712,00;872,00;1600,00;63,00
"LOMBARDIA 2";"Ghedi";"MANERBIO";10283,00;4854,00;9289,00;4492,00;8645,00;334,00
"LOMBARDIA 2";"Ghedi";"MILZANO";1150,00;567,00;1037,00;519,00;961,00;50,00
"LOMBARDIA 2";"Ghedi";"MONTIRONE";2978,00;1466,00;2758,00;1378,00;2584,00;78,00
"LOMBARDIA 2";"Ghedi";"OFFLAGA";2621,00;1301,00;2391,00;1195,00;2220,00;112,00
"LOMBARDIA 2";"Ghedi";"PAVONE DEL MELLA";2068,00;1057,00;1852,00;961,00;1720,00;87,00
"LOMBARDIA 2";"Ghedi";"PONCARALE";3254,00;1601,00;3043,00;1522,00;2843,00;112,00
"LOMBARDIA 2";"Ghedi";"PONTEVICO";5288,00;2399,00;4488,00;2154,00;4162,00;185,00
"LOMBARDIA 2";"Ghedi";"PRALBOINO";2094,00;1002,00;1886,00;917,00;1785,00;64,00
"LOMBARDIA 2";"Ghedi";"REMEDELLO";2355,00;1160,00;2112,00;1055,00;1961,00;84,00
"LOMBARDIA 2";"Ghedi";"SAN GERVASIO BRESCIANO";1149,00;565,00;1032,00;519,00;960,00;54,00
"LOMBARDIA 2";"Ghedi";"SENIGA";1289,00;797,00;1137,00;554,00;1035,00;68,00
"LOMBARDIA 2";"Ghedi";"VISANO";1312,00;650,00;1228,00;621,00;1166,00;45,00
"LOMBARDIA 2";"Orzinuovi";"BARBARIGA";1707,00;832,00;1545,00;758,00;1441,00;60,00
"LOMBARDIA 2";"Orzinuovi";"BERLINGO";1447,00;726,00;1338,00;672,00;1243,00;51,00
"LOMBARDIA 2";"Orzinuovi";"BORGO SAN GIACOMO";3641,00;1785,00;3275,00;1632,00;3074,00;124,00
"LOMBARDIA 2";"Orzinuovi";"BRANDICO";840,00;429,00;754,00;382,00;718,00;28,00
"LOMBARDIA 2";"Orzinuovi";"CASTEGNATO";5201,00;2485,00;4674,00;2257,00;4420,00;139,00
"LOMBARDIA 2";"Orzinuovi";"CASTELCOVATI";4105,00;2030,00;3742,00;1860,00;3463,00;166,00
"LOMBARDIA 2";"Orzinuovi";"CASTREZZATO";4431,00;2168,00;3927,00;1938,00;3656,00;169,00
"LOMBARDIA 2";"Orzinuovi";"COMEZZANO-CIZZAGO";2014,00;1021,00;1825,00;931,00;1657,00;96,00
"LOMBARDIA 2";"Orzinuovi";"CORZANO";818,00;424,00;718,00;370,00;651,00;35,00
"LOMBARDIA 2";"Orzinuovi";"DELLO";3306,00;1614,00;3007,00;1490,00;2802,00;106,00
"LOMBARDIA 2";"Orzinuovi";"LOGRATO";2278,00;1126,00;2113,00;1054,00;1976,00;69,00
"LOMBARDIA 2";"Orzinuovi";"LONGHENA";466,00;228,00;427,00;213,00;396,00;21,00
"LOMBARDIA 2";"Orzinuovi";"MACLODIO";893,00;444,00;818,00;418,00;761,00;21,00
"LOMBARDIA 2";"Orzinuovi";"ORZINUOVI";9048,00;4387,00;8005,00;3938,00;7488,00;270,00
"LOMBARDIA 2";"Orzinuovi";"ORZIVECCHI";1823,00;883,00;1695,00;822,00;1600,00;48,00
"LOMBARDIA 2";"Orzinuovi";"OSPITALETTO";8720,00;4282,00;7966,00;3923,00;7399,00;311,00
"LOMBARDIA 2";"Orzinuovi";"POMPIANO";2712,00;1331,00;2520,00;1242,00;2365,00;87,00
"LOMBARDIA 2";"Orzinuovi";"QUINZANO D'OGLIO";4823,00;2350,00;4313,00;2122,00;3967,00;200,00
"LOMBARDIA 2";"Orzinuovi";"ROCCAFRANCA";2856,00;1412,00;2587,00;1280,00;2395,00;118,00
"LOMBARDIA 2";"Orzinuovi";"RUDIANO";3550,00;1744,00;3278,00;1615,00;3100,00;96,00
"LOMBARDIA 2";"Orzinuovi";"SAN PAOLO";2979,00;1467,00;2636,00;1312,00;2185,00;108,00
"LOMBARDIA 2";"Orzinuovi";"TORBOLE CASAGLIA";4000,00;1970,00;3661,00;1791,00;3476,00;90,00
"LOMBARDIA 2";"Orzinuovi";"TRAVAGLIATO";8763,00;4278,00;7842,00;3870,00;7346,00;246,00
"LOMBARDIA 2";"Orzinuovi";"TRENZANO";3719,00;1855,00;3394,00;1706,00;3162,00;117,00
"LOMBARDIA 2";"Orzinuovi";"VEROLANUOVA";6133,00;2964,00;5595,00;2753,00;5176,00;225,00
"LOMBARDIA 2";"Orzinuovi";"VEROLAVECCHIA";3152,00;1524,00;2887,00;1417,00;2653,00;128,00
"LOMBARDIA 2";"Orzinuovi";"VILLACHIARA";999,00;495,00;901,00;449,00;850,00;32,00
"LOMBARDIA 2";"Chiari";"ADRO";5101,00;2479,00;4595,00;2255,00;4290,00;167,00
"LOMBARDIA 2";"Chiari";"CAPRIOLO";6664,00;3193,00;6008,00;2906,00;5471,00;294,00
"LOMBARDIA 2";"Chiari";"CAZZAGO SAN MARTINO";7807,00;3851,00;7157,00;3564,00;6661,00;224,00
"LOMBARDIA 2";"Chiari";"CHIARI";13976,00;6704,00;12610,00;6139,00;11959,00;353,00
"LOMBARDIA 2";"Chiari";"COCCAGLIO";5765,00;2780,00;5242,00;2545,00;4924,00;174,00
"LOMBARDIA 2";"Chiari";"COLOGNE";5074,00;2452,00;4606,00;2239,00;4315,00;156,00
"LOMBARDIA 2";"Chiari";"CORTE FRANCA";4925,00;2426,00;4491,00;2227,00;4155,00;207,00
"LOMBARDIA 2";"Chiari";"ERBUSCO";5523,00;2685,00;5036,00;2469,00;4718,00;181,00
"LOMBARDIA 2";"Chiari";"PADERNO FRANCIACORTA";2581,00;1262,00;2376,00;1160,00;2251,00;62,00
"LOMBARDIA 2";"Chiari";"PALAZZOLO SULL'OGLIO";12831,00;6090,00;12444,00;6019,00;11665,00;408,00
"LOMBARDIA 2";"Chiari";"PARATICO";2753,00;1355,00;2385,00;1192,00;2246,00;86,00
"LOMBARDIA 2";"Chiari";"PASSIRANO";4807,00;2322,00;4378,00;2117,00;4068,00;167,00
"LOMBARDIA 2";"Chiari";"PONTOGLIO";4955,00;2443,00;5087,00;2839,00;4184,00;181,00
"LOMBARDIA 2";"Chiari";"RODENGO-SAIANO";5787,00;2801,00;5256,00;2584,00;4984,00;175,00
"LOMBARDIA 2";"Chiari";"ROVATO";11380,00;5512,00;10009,00;4929,00;9299,00;371,00
"LOMBARDIA 2";"Chiari";"URAGO D'OGLIO";2538,00;1224,00;2323,00;1125,00;2134,00;124,00
"LOMBARDIA 2";"Lumezzane";"BOVEGNO";1961,00;1013,00;1648,00;861,00;1446,00;139,00
"LOMBARDIA 2";"Lumezzane";"BOVEZZO";6115,00;2963,00;5539,00;2731,00;5282,00;125,00
"LOMBARDIA 2";"Lumezzane";"BRIONE";427,00;217,00;365,00;186,00;337,00;15,00
"LOMBARDIA 2";"Lumezzane";"CAINO";1284,00;628,00;1139,00;568,00;1053,00;46,00
"LOMBARDIA 2";"Lumezzane";"COLLIO";1979,00;1004,00;1592,00;822,00;1427,00;101,00
"LOMBARDIA 2";"Lumezzane";"CONCESIO";10541,00;5082,00;9458,00;4627,00;8954,00;241,00
"LOMBARDIA 2";"Lumezzane";"GARDONE VAL TROMPIA";9237,00;4453,00;8202,00;3996,00;7724,00;251,00
"LOMBARDIA 2";"Lumezzane";"GUSSAGO";11941,00;5776,00;10673,00;5160,00;10082,00;312,00
"LOMBARDIA 2";"Lumezzane";"IRMA";127,00;60,00;112,00;56,00;99,00;10,00
"LOMBARDIA 2";"Lumezzane";"LODRINO";1254,00;641,00;1127,00;573,00;1041,00;46,00
"LOMBARDIA 2";"Lumezzane";"LUMEZZANE";19082,00;9328,00;16530,00;8224,00;15548,00;463,00
"LOMBARDIA 2";"Lumezzane";"MARCHENO";3324,00;1663,00;2988,00;1510,00;2804,00;77,00
"LOMBARDIA 2";"Lumezzane";"MARMENTINO";616,00;323,00;515,00;267,00;441,00;43,00
"LOMBARDIA 2";"Lumezzane";"NAVE";8457,00;4147,00;7701,00;3824,00;7180,00;260,00
"LOMBARDIA 2";"Lumezzane";"PEZZAZE";1322,00;677,00;1112,00;585,00;1014,00;42,00
"LOMBARDIA 2";"Lumezzane";"POLAVENO";1887,00;932,00;1668,00;823,00;1538,00;60,00
"LOMBARDIA 2";"Lumezzane";"SAREZZO";9393,00;4575,00;8483,00;4144,00;7951,00;274,00
"LOMBARDIA 2";"Lumezzane";"TAVERNOLE SUL MELLA";1129,00;580,00;996,00;514,00;923,00;40,00
"LOMBARDIA 2";"Lumezzane";"VILLA CARCINA";8228,00;3944,00;7250,00;3537,00;6830,00;221,00
"LOMBARDIA 2";"Darfo Boario Terme";"ANGOLO TERME";2253,00;1116,00;1810,00;915,00;1695,00;42,00
"LOMBARDIA 2";"Darfo Boario Terme";"ARTOGNE";2611,00;1295,00;2277,00;1137,00;2041,00;165,00
"LOMBARDIA 2";"Darfo Boario Terme";"BERZO DEMO";1558,00;762,00;1365,00;678,00;1245,00;58,00
"LOMBARDIA 2";"Darfo Boario Terme";"BERZO INFERIORE";1788,00;906,00;1534,00;780,00;1426,00;59,00
"LOMBARDIA 2";"Darfo Boario Terme";"BIENNO";3008,00;1460,00;2651,00;1304,00;2455,00;149,00
"LOMBARDIA 2";"Darfo Boario Terme";"BORNO";2347,00;1157,00;1915,00;943,00;1678,00;146,00
"LOMBARDIA 2";"Darfo Boario Terme";"BRAONE";520,00;250,00;440,00;214,00;418,00;11,00
"LOMBARDIA 2";"Darfo Boario Terme";"BRENO";4309,00;2059,00;3723,00;1821,00;3494,00;127,00
"LOMBARDIA 2";"Darfo Boario Terme";"CAPO DI PONTE";2126,00;985,00;1816,00;852,00;1640,00;85,00
"LOMBARDIA 2";"Darfo Boario Terme";"CEDEGOLO";1136,00;541,00;928,00;451,00;863,00;33,00
"LOMBARDIA 2";"Darfo Boario Terme";"CERVENO";560,00;279,00;466,00;237,00;436,00;17,00
"LOMBARDIA 2";"Darfo Boario Terme";"CETO";1515,00;751,00;1321,00;657,00;1247,00;45,00
"LOMBARDIA 2";"Darfo Boario Terme";"CEVO";988,00;506,00;788,00;412,00;718,00;33,00
"LOMBARDIA 2";"Darfo Boario Terme";"CIMBERGO";503,00;253,00;431,00;224,00;404,00;20,00
"LOMBARDIA 2";"Darfo Boario Terme";"CIVIDATE CAMUNO";2170,00;1058,00;1865,00;903,00;1721,00;82,00
"LOMBARDIA 2";"Darfo Boario Terme";"CORTENO GOLGI";1758,00;845,00;1469,00;713,00;1374,00;61,00
"LOMBARDIA 2";"Darfo Boario Terme";"DARFO BOARIO TERME";11254,00;5444,00;9701,00;4712,00;9139,00;326,00
"LOMBARDIA 2";"Darfo Boario Terme";"EDOLO";3860,00;1852,00;3171,00;1545,00;2975,00;111,00
"LOMBARDIA 2";"Darfo Boario Terme";"ESINE";3945,00;1931,00;3548,00;1770,00;3281,00;182,00
"LOMBARDIA 2";"Darfo Boario Terme";"GIANICO";1625,00;805,00;1390,00;700,00;1307,00;47,00
"LOMBARDIA 2";"Darfo Boario Terme";"INCUDINE";403,00;192,00;324,00;165,00;286,00;25,00
"LOMBARDIA 2";"Darfo Boario Terme";"ISEO";7059,00;3361,00;6139,00;2984,00;5759,00;199,00
"LOMBARDIA 2";"Darfo Boario Terme";"LOSINE";460,00;220,00;395,00;191,00;349,00;36,00
"LOMBARDIA 2";"Darfo Boario Terme";"LOZIO";374,00;184,00;301,00;156,00;273,00;18,00
"LOMBARDIA 2";"Darfo Boario Terme";"MALEGNO";1825,00;884,00;1500,00;734,00;1390,00;66,00
"LOMBARDIA 2";"Darfo Boario Terme";"MALONNO";3096,00;1503,00;2416,00;1195,00;2273,00;79,00
"LOMBARDIA 2";"Darfo Boario Terme";"MARONE";2572,00;1222,00;2202,00;1077,00;2047,00;97,00
"LOMBARDIA 2";"Darfo Boario Terme";"MONNO";534,00;264,00;456,00;224,00;421,00;20,00
"LOMBARDIA 2";"Darfo Boario Terme";"MONTE ISOLA";1551,00;772,00;1318,00;669,00;1219,00;73,00
"LOMBARDIA 2";"Darfo Boario Terme";"MONTICELLI BRUSATI";2820,00;1426,00;2570,00;1320,00;2365,00;110,00
"LOMBARDIA 2";"Darfo Boario Terme";"NIARDO";1516,00;721,00;1260,00;599,00;1182,00;32,00
"LOMBARDIA 2";"Darfo Boario Terme";"OME";2392,00;1155,00;2165,00;1048,00;2014,00;90,00
"LOMBARDIA 2";"Darfo Boario Terme";"ONO SAN PIETRO";772,00;374,00;706,00;342,00;630,00;52,00
"LOMBARDIA 2";"Darfo Boario Terme";"OSSIMO";1279,00;641,00;1104,00;559,00;962,00;108,00
"LOMBARDIA 2";"Darfo Boario Terme";"PAISCO LOVENO";248,00;121,00;199,00;105,00;192,00;5,00
"LOMBARDIA 2";"Darfo Boario Terme";"PASPARDO";602,00;303,00;526,00;275,00;484,00;20,00
"LOMBARDIA 2";"Darfo Boario Terme";"PIAN CAMUNO";3105,00;1544,00;2754,00;1378,00;2477,00;182,00
"LOMBARDIA 2";"Darfo Boario Terme";"PIANCOGNO";3389,00;1673,00;2827,00;1403,00;2610,00;146,00
"LOMBARDIA 2";"Darfo Boario Terme";"PISOGNE";6712,00;3320,00;5667,00;2842,00;5239,00;228,00
"LOMBARDIA 2";"Darfo Boario Terme";"PONTE DI LEGNO";1658,00;804,00;1423,00;696,00;1351,00;38,00
"LOMBARDIA 2";"Darfo Boario Terme";"PRESTINE";387,00;190,00;288,00;147,00;267,00;13,00
"LOMBARDIA 2";"Darfo Boario Terme";"PROVAGLIO D'ISEO";4724,00;2330,00;4258,00;2127,00;3939,00;177,00
"LOMBARDIA 2";"Darfo Boario Terme";"SALE MARASINO";2796,00;1344,00;2309,00;1127,00;2168,00;86,00
"LOMBARDIA 2";"Darfo Boario Terme";"SAVIORE DELL'ADAMELLO";1039,00;478,00;927,00;442,00;827,00;49,00
"LOMBARDIA 2";"Darfo Boario Terme";"SELLERO";1245,00;613,00;1070,00;546,00;975,00;52,00
"LOMBARDIA 2";"Darfo Boario Terme";"SONICO";1148,00;559,00;954,00;479,00;881,00;34,00
"LOMBARDIA 2";"Darfo Boario Terme";"SULZANO";1259,00;615,00;1081,00;520,00;1012,00;43,00
"LOMBARDIA 2";"Darfo Boario Terme";"TEMU'";868,00;405,00;714,00;344,00;673,00;25,00
"LOMBARDIA 2";"Darfo Boario Terme";"VEZZA D'OGLIO";1218,00;585,00;1002,00;504,00;953,00;32,00
"LOMBARDIA 2";"Darfo Boario Terme";"VIONE";710,00;320,00;546,00;258,00;498,00;25,00
"LOMBARDIA 2";"Darfo Boario Terme";"ZONE";1012,00;493,00;806,00;408,00;731,00;46,00
"LOMBARDIA 3";"Pavia";"ALBUZZANO";1806,00;873,00;1629,00;801,00;1517,00;60,00
"LOMBARDIA 3";"Pavia";"BASCAPE'";1247,00;626,00;1093,00;553,00;973,00;54,00
"LOMBARDIA 3";"Pavia";"BELGIOIOSO";4588,00;2169,00;4045,00;1968,00;3589,00;232,00
"LOMBARDIA 3";"Pavia";"BORGARELLO";1201,00;606,00;1076,00;546,00;1016,00;26,00
"LOMBARDIA 3";"Pavia";"BORNASCO";1323,00;658,00;1193,00;603,00;1125,00;38,00
"LOMBARDIA 3";"Pavia";"CERANOVA";888,00;442,00;746,00;376,00;698,00;20,00
"LOMBARDIA 3";"Pavia";"CERTOSA DI PAVIA";2799,00;1380,00;2450,00;1229,00;2230,00;122,00
"LOMBARDIA 3";"Pavia";"CHIGNOLO PO";2688,00;1297,00;2339,00;1158,00;2123,00;122,00
"LOMBARDIA 3";"Pavia";"COPIANO";1196,00;585,00;1053,00;523,00;941,00;70,00
"LOMBARDIA 3";"Pavia";"CORTEOLONA";1561,00;747,00;1422,00;689,00;1249,00;118,00
"LOMBARDIA 3";"Pavia";"CURA CARPIGNANO";1697,00;838,00;1547,00;781,00;1402,00;71,00
"LOMBARDIA 3";"Pavia";"FILIGHERA";703,00;326,00;633,00;298,00;554,00;38,00
"LOMBARDIA 3";"Pavia";"GENZONE";305,00;146,00;280,00;138,00;249,00;15,00
"LOMBARDIA 3";"Pavia";"GERENZAGO";757,00;375,00;681,00;345,00;611,00;52,00
"LOMBARDIA 3";"Pavia";"GIUSSAGO";3152,00;1560,00;2772,00;1392,00;2518,00;114,00
"LOMBARDIA 3";"Pavia";"INVERNO E MONTELEONE";916,00;461,00;825,00;418,00;746,00;44,00
"LOMBARDIA 3";"Pavia";"LANDRIANO";3472,00;1642,00;3113,00;1482,00;2872,00;125,00
"LOMBARDIA 3";"Pavia";"LARDIRAGO";971,00;481,00;859,00;437,00;783,00;41,00
"LOMBARDIA 3";"Pavia";"LINAROLO";1812,00;876,00;1613,00;795,00;1444,00;75,00
"LOMBARDIA 3";"Pavia";"MAGHERNO";1221,00;584,00;1062,00;519,00;961,00;57,00
"LOMBARDIA 3";"Pavia";"MARZANO";825,00;419,00;721,00;372,00;665,00;30,00
"LOMBARDIA 3";"Pavia";"MIRADOLO TERME";2642,00;1298,00;2364,00;1187,00;2158,00;132,00
"LOMBARDIA 3";"Pavia";"PAVIA";63361,00;29104,00;54899,00;25791,00;51387,00;1705,00
"LOMBARDIA 3";"Pavia";"RONCARO";480,00;238,00;436,00;217,00;408,00;12,00
"LOMBARDIA 3";"Pavia";"SAN GENESIO ED UNITI";2856,00;1376,00;2508,00;1223,00;2302,00;125,00
"LOMBARDIA 3";"Pavia";"SANTA CRISTINA E BISSONE";1638,00;811,00;1459,00;742,00;1332,00;66,00
"LOMBARDIA 3";"Pavia";"SANT'ALESSIO CON VIALONE";318,00;161,00;294,00;154,00;278,00;12,00
"LOMBARDIA 3";"Pavia";"SIZIANO";4164,00;2059,00;3617,00;1798,00;3401,00;119,00
"LOMBARDIA 3";"Pavia";"TORRE D'ARESE";442,00;213,00;409,00;203,00;370,00;27,00
"LOMBARDIA 3";"Pavia";"TORRE DE' NEGRI";315,00;154,00;272,00;143,00;234,00;25,00
"LOMBARDIA 3";"Pavia";"TORREVECCHIA PIA";1894,00;934,00;1676,00;844,00;1540,00;73,00
"LOMBARDIA 3";"Pavia";"VALLE SALIMBENE";1167,00;562,00;1072,00;531,00;995,00;43,00
"LOMBARDIA 3";"Pavia";"VIDIGULFO";3230,00;1554,00;2867,00;1404,00;2604,00;148,00
"LOMBARDIA 3";"Pavia";"VILLANTERIO";2258,00;1075,00;1993,00;970,00;1821,00;109,00
"LOMBARDIA 3";"Pavia";"VISTARINO";920,00;475,00;824,00;436,00;725,00;47,00
"LOMBARDIA 3";"Pavia";"ZECCONE";916,00;445,00;843,00;421,00;769,00;35,00
"LOMBARDIA 3";"Vigevano";"ALAGNA";616,00;288,00;524,00;248,00;476,00;30,00
"LOMBARDIA 3";"Vigevano";"BATTUDA";310,00;150,00;279,00;141,00;242,00;29,00
"LOMBARDIA 3";"Vigevano";"BEREGUARDO";2035,00;988,00;1788,00;884,00;1647,00;95,00
"LOMBARDIA 3";"Vigevano";"BORGO SAN SIRO";861,00;422,00;749,00;364,00;668,00;50,00
"LOMBARDIA 3";"Vigevano";"CASORATE PRIMO";5692,00;2743,00;4868,00;2394,00;4522,00;159,00
"LOMBARDIA 3";"Vigevano";"CASSOLNOVO";5009,00;2340,00;4236,00;2043,00;3866,00;193,00
"LOMBARDIA 3";"Vigevano";"CILAVEGNA";4169,00;1937,00;3565,00;1702,00;3214,00;199,00
"LOMBARDIA 3";"Vigevano";"GAMBOLO'";7004,00;3406,00;5919,00;2935,00;5395,00;284,00
"LOMBARDIA 3";"Vigevano";"GARLASCO";8044,00;3805,00;6636,00;3220,00;5998,00;427,00
"LOMBARDIA 3";"Vigevano";"GRAVELLONA LOMELLINA";1883,00;907,00;1586,00;799,00;1464,00;62,00
"LOMBARDIA 3";"Vigevano";"MARCIGNAGO";1576,00;784,00;1436,00;724,00;1306,00;72,00
"LOMBARDIA 3";"Vigevano";"OTTOBIANO";1053,00;498,00;834,00;406,00;761,00;51,00
"LOMBARDIA 3";"Vigevano";"PARONA";1418,00;665,00;1249,00;596,00;1165,00;37,00
"LOMBARDIA 3";"Vigevano";"ROGNANO";167,00;88,00;143,00;79,00;135,00;3,00
"LOMBARDIA 3";"Vigevano";"SCALDASOLE";770,00;369,00;674,00;334,00;614,00;41,00
"LOMBARDIA 3";"Vigevano";"TORRE D'ISOLA";1449,00;726,00;1331,00;676,00;1231,00;63,00
"LOMBARDIA 3";"Vigevano";"TRIVOLZIO";1034,00;515,00;967,00;477,00;891,00;41,00
"LOMBARDIA 3";"Vigevano";"TROMELLO";2867,00;1363,00;2436,00;1188,00;2230,00;119,00
"LOMBARDIA 3";"Vigevano";"TROVO";549,00;260,00;496,00;246,00;458,00;22,00
"LOMBARDIA 3";"Vigevano";"VALEGGIO";206,00;108,00;170,00;96,00;147,00;15,00
"LOMBARDIA 3";"Vigevano";"VELLEZZO BELLINI";1724,00;859,00;1513,00;761,00;1422,00;43,00
"LOMBARDIA 3";"Vigevano";"VIGEVANO";50817,00;23942,00;42865,00;20692,00;39974,00;1423,00
"LOMBARDIA 3";"Vigevano";"ZERBOLO'";1052,00;515,00;949,00;475,00;870,00;47,00
"LOMBARDIA 3";"Mortara";"ALBONESE";440,00;213,00;368,00;184,00;328,00;25,00
"LOMBARDIA 3";"Mortara";"BASTIDA DE' DOSSI";170,00;86,00;142,00;77,00;131,00;9,00
"LOMBARDIA 3";"Mortara";"BASTIDA PANCARANA";801,00;384,00;679,00;338,00;621,00;43,00
"LOMBARDIA 3";"Mortara";"BREME";824,00;390,00;714,00;350,00;619,00;77,00
"LOMBARDIA 3";"Mortara";"BRESSANA BOTTARONE";2749,00;1298,00;2401,00;1163,00;2205,00;107,00
"LOMBARDIA 3";"Mortara";"CANDIA LOMELLINA";1495,00;696,00;1228,00;585,00;1136,00;58,00
"LOMBARDIA 3";"Mortara";"CARBONARA AL TICINO";1131,00;519,00;1010,00;483,00;917,00;63,00
"LOMBARDIA 3";"Mortara";"CASATISMA";734,00;348,00;617,00;308,00;557,00;36,00
"LOMBARDIA 3";"Mortara";"CASEI GEROLA";2223,00;1037,00;1950,00;927,00;1707,00;156,00
"LOMBARDIA 3";"Mortara";"CASTELLETTO DI BRANDUZZO";904,00;449,00;786,00;404,00;717,00;35,00
"LOMBARDIA 3";"Mortara";"CASTELLO D'AGOGNA";783,00;388,00;688,00;345,00;651,00;19,00
"LOMBARDIA 3";"Mortara";"CASTELNOVETTO";586,00;288,00;494,00;251,00;456,00;23,00
"LOMBARDIA 3";"Mortara";"CAVA MANARA";4482,00;2164,00;4021,00;1974,00;3648,00;213,00
"LOMBARDIA 3";"Mortara";"CERETTO LOMELLINA";210,00;100,00;178,00;87,00;164,00;7,00
"LOMBARDIA 3";"Mortara";"CERGNAGO";682,00;323,00;604,00;296,00;563,00;28,00
"LOMBARDIA 3";"Mortara";"CERVESINA";1073,00;499,00;934,00;443,00;830,00;69,00
"LOMBARDIA 3";"Mortara";"CONFIENZA";1412,00;688,00;1250,00;620,00;1080,00;130,00
"LOMBARDIA 3";"Mortara";"CORANA";707,00;326,00;604,00;295,00;548,00;38,00
"LOMBARDIA 3";"Mortara";"CORNALE";646,00;288,00;558,00;257,00;511,00;26,00
"LOMBARDIA 3";"Mortara";"COZZO";383,00;177,00;334,00;162,00;295,00;25,00
"LOMBARDIA 3";"Mortara";"DORNO";3581,00;1714,00;3031,00;1501,00;2684,00;181,00
"LOMBARDIA 3";"Mortara";"FERRERA ERBOGNONE";950,00;458,00;821,00;407,00;746,00;43,00
"LOMBARDIA 3";"Mortara";"FRASCAROLO";1124,00;543,00;938,00;457,00;855,00;53,00
"LOMBARDIA 3";"Mortara";"GALLIAVOLA";179,00;86,00;161,00;82,00;142,00;9,00
"LOMBARDIA 3";"Mortara";"GAMBARANA";261,00;116,00;218,00;102,00;193,00;21,00
"LOMBARDIA 3";"Mortara";"GROPELLO CAIROLI";3438,00;1651,00;2973,00;1464,00;2699,00;134,00
"LOMBARDIA 3";"Mortara";"LANGOSCO";453,00;222,00;339,00;162,00;314,00;17,00
"LOMBARDIA 3";"Mortara";"LOMELLO";1991,00;965,00;1698,00;838,00;1521,00;103,00
"LOMBARDIA 3";"Mortara";"LUNGAVILLA";1887,00;915,00;1632,00;822,00;1473,00;98,00
"LOMBARDIA 3";"Mortara";"MEDE";6017,00;2810,00;5180,00;2451,00;4700,00;293,00
"LOMBARDIA 3";"Mortara";"MEZZANA BIGLI";1096,00;513,00;897,00;440,00;789,00;81,00
"LOMBARDIA 3";"Mortara";"MEZZANA RABATTONE";442,00;209,00;391,00;196,00;355,00;17,00
"LOMBARDIA 3";"Mortara";"MEZZANINO";1304,00;637,00;1131,00;573,00;1023,00;50,00
"LOMBARDIA 3";"Mortara";"MORTARA";12172,00;5528,00;10224,00;4800,00;9300,00;492,00
"LOMBARDIA 3";"Mortara";"NICORVO";329,00;156,00;287,00;141,00;231,00;38,00
"LOMBARDIA 3";"Mortara";"OLEVANO DI LOMELLINA";653,00;304,00;579,00;278,00;517,00;42,00
"LOMBARDIA 3";"Mortara";"PALESTRO";1728,00;824,00;1474,00;732,00;1316,00;104,00
"LOMBARDIA 3";"Mortara";"PANCARANA";297,00;149,00;269,00;138,00;243,00;12,00
"LOMBARDIA 3";"Mortara";"PIEVE ALBIGNOLA";780,00;372,00;687,00;336,00;636,00;32,00
"LOMBARDIA 3";"Mortara";"PIEVE DEL CAIRO";1854,00;864,00;1598,00;760,00;1459,00;96,00
"LOMBARDIA 3";"Mortara";"PINAROLO PO";1382,00;681,00;1242,00;629,00;1129,00;76,00
"LOMBARDIA 3";"Mortara";"PIZZALE";575,00;270,00;510,00;245,00;460,00;27,00
"LOMBARDIA 3";"Mortara";"REA";453,00;213,00;393,00;191,00;349,00;18,00
"LOMBARDIA 3";"Mortara";"ROBBIO";5369,00;2530,00;4679,00;2287,00;4199,00;270,00
"LOMBARDIA 3";"Mortara";"ROSASCO";683,00;346,00;534,00;278,00;481,00;38,00
"LOMBARDIA 3";"Mortara";"SAN GIORGIO DI LOMELLINA";1127,00;550,00;909,00;460,00;821,00;59,00
"LOMBARDIA 3";"Mortara";"SAN MARTINO SICCOMARIO";4302,00;2074,00;3846,00;1866,00;3518,00;177,00
"LOMBARDIA 3";"Mortara";"SANNAZZARO DE' BURGONDI";4936,00;2387,00;4324,00;2114,00;3990,00;197,00
"LOMBARDIA 3";"Mortara";"SANT'ANGELO LOMELLINA";701,00;348,00;589,00;302,00;535,00;34,00
