"circ";"coll";"comune";"elettoritot";"elettorimaschi";"NUMVOTANTITOTALI";"NUMVOTANTIMASCHI";"VOTIVALIDI";"SKBIANCHE"
"BASILICATA";"Matera";"GRASSANO";5320,00;2678,00;3623,00;1820,00;3164,00;150,00
"BASILICATA";"Matera";"GROTTOLE";2146,00;1055,00;1590,00;811,00;1407,00;68,00
"BASILICATA";"Matera";"IRSINA";4923,00;2441,00;3636,00;1844,00;3232,00;121,00
"BASILICATA";"Matera";"MATERA";47437,00;23211,00;38791,00;19368,00;35609,00;1154,00
"BASILICATA";"Matera";"MIGLIONICO";2251,00;1097,00;1703,00;854,00;1578,00;39,00
"BASILICATA";"Matera";"MONTESCAGLIOSO";8842,00;4391,00;6183,00;3108,00;5626,00;179,00
"BASILICATA";"Matera";"OLIVETO LUCANO";582,00;282,00;487,00;234,00;421,00;51,00
"BASILICATA";"Matera";"POMARICO";4032,00;2004,00;2749,00;1421,00;2412,00;138,00
"BASILICATA";"Matera";"SALANDRA";2797,00;1388,00;2136,00;1058,00;1964,00;57,00
"BASILICATA";"Matera";"SAN MAURO FORTE";2067,00;1048,00;1203,00;602,00;1085,00;50,00
"BASILICATA";"Matera";"TRICARICO";5999,00;2983,00;4368,00;2141,00;3616,00;435,00
"BASILICATA";"Pisticci";"ALIANO";1223,00;591,00;969,00;471,00;753,00;181,00
"BASILICATA";"Pisticci";"BERNALDA";10525,00;5133,00;8128,00;4055,00;7366,00;253,00
"BASILICATA";"Pisticci";"CIRIGLIANO";500,00;238,00;297,00;140,00;230,00;34,00
"BASILICATA";"Pisticci";"COLOBRARO";1598,00;777,00;1014,00;525,00;932,00;43,00
"BASILICATA";"Pisticci";"CRACO";808,00;393,00;563,00;268,00;496,00;30,00
"BASILICATA";"Pisticci";"GORGOGLIONE";1049,00;507,00;832,00;399,00;700,00;91,00
"BASILICATA";"Pisticci";"MONTALBANO IONICO";6587,00;3218,00;5386,00;2686,00;4541,00;342,00
"BASILICATA";"Pisticci";"NOVA SIRI";5121,00;2494,00;4350,00;2141,00;3968,00;140,00
"BASILICATA";"Pisticci";"PISTICCI";14843,00;7203,00;11546,00;5780,00;9644,00;584,00
"BASILICATA";"Pisticci";"POLICORO";11802,00;5730,00;10380,00;5030,00;9261,00;595,00
"BASILICATA";"Pisticci";"ROTONDELLA";2775,00;1338,00;2299,00;1110,00;1981,00;210,00
"BASILICATA";"Pisticci";"SAN GIORGIO LUCANO";1434,00;704,00;994,00;502,00;898,00;54,00
"BASILICATA";"Pisticci";"SCANZANO JONICO";5310,00;2652,00;4506,00;2246,00;3840,00;455,00
"BASILICATA";"Pisticci";"STIGLIANO";4932,00;2299,00;3607,00;1743,00;3192,00;245,00
"BASILICATA";"Pisticci";"TURSI";4467,00;2238,00;3273,00;1670,00;2806,00;183,00
"BASILICATA";"Pisticci";"VALSINNI";1625,00;799,00;1146,00;608,00;1034,00;57,00
"BASILICATA";"Pisticci";"CALVERA";575,00;295,00;362,00;177,00;313,00;39,00
"BASILICATA";"Pisticci";"CARBONE";1045,00;518,00;531,00;273,00;492,00;32,00
"BASILICATA";"Pisticci";"CASTRONUOVO DI SANT'ANDREA";1370,00;661,00;1031,00;499,00;799,00;210,00
"BASILICATA";"Pisticci";"CERSOSIMO";735,00;361,00;560,00;282,00;460,00;66,00
"BASILICATA";"Pisticci";"CHIAROMONTE";1906,00;933,00;1413,00;705,00;1215,00;122,00
"BASILICATA";"Pisticci";"FARDELLA";878,00;446,00;567,00;290,00;425,00;131,00
"BASILICATA";"Pisticci";"FRANCAVILLA IN SINNI";3588,00;1784,00;2962,00;1474,00;2306,00;485,00
"BASILICATA";"Pisticci";"NOEPOLI";1128,00;550,00;759,00;377,00;654,00;79,00
"BASILICATA";"Pisticci";"SAN COSTANTINO ALBANESE";934,00;461,00;645,00;317,00;559,00;58,00
"BASILICATA";"Pisticci";"SAN PAOLO ALBANESE";409,00;190,00;260,00;137,00;225,00;25,00
"BASILICATA";"Pisticci";"SAN SEVERINO LUCANO";1735,00;837,00;1327,00;658,00;1238,00;62,00
"BASILICATA";"Pisticci";"SENISE";6479,00;3181,00;4653,00;2289,00;4201,00;247,00
"BASILICATA";"Pisticci";"TEANA";777,00;368,00;449,00;203,00;397,00;37,00
"BASILICATA";"Pisticci";"TERRANOVA DI POLLINO";1500,00;754,00;1100,00;558,00;907,00;120,00
"BASILICATA";"Lauria";"ARMENTO";773,00;386,00;530,00;261,00;459,00;35,00
"BASILICATA";"Lauria";"BRIENZA";3584,00;1779,00;2550,00;1307,00;2159,00;287,00
"BASILICATA";"Lauria";"CALVELLO";2377,00;1201,00;1549,00;756,00;1243,00;215,00
"BASILICATA";"Lauria";"CASTELLUCCIO INFERIORE";2187,00;1086,00;1531,00;774,00;1372,00;91,00
"BASILICATA";"Lauria";"CASTELLUCCIO SUPERIORE";900,00;437,00;618,00;297,00;488,00;89,00
"BASILICATA";"Lauria";"CASTELSARACENO";1551,00;765,00;1122,00;550,00;990,00;67,00
"BASILICATA";"Lauria";"CORLETO PERTICARA";3036,00;1485,00;2000,00;997,00;1669,00;154,00
"BASILICATA";"Lauria";"EPISCOPIA";1482,00;741,00;1023,00;519,00;906,00;84,00
"BASILICATA";"Lauria";"GALLICCHIO";873,00;428,00;583,00;291,00;503,00;36,00
"BASILICATA";"Lauria";"GRUMENTO NOVA";1882,00;932,00;1241,00;603,00;1085,00;100,00
"BASILICATA";"Lauria";"GUARDIA PERTICARA";700,00;351,00;455,00;224,00;372,00;27,00
"BASILICATA";"Lauria";"LAGONEGRO";5343,00;2599,00;4424,00;2169,00;3853,00;382,00
"BASILICATA";"Lauria";"LATRONICO";4664,00;2210,00;3593,00;1742,00;3192,00;220,00
"BASILICATA";"Lauria";"LAURENZANA";2102,00;1002,00;1437,00;716,00;1289,00;92,00
"BASILICATA";"Lauria";"LAURIA";11474,00;5633,00;9723,00;4823,00;7297,00;1763,00
"BASILICATA";"Lauria";"MARATEA";4570,00;2185,00;3796,00;1833,00;3188,00;464,00
"BASILICATA";"Lauria";"MARSICO NUOVO";5198,00;2613,00;2944,00;1472,00;2605,00;202,00
"BASILICATA";"Lauria";"MARSICOVETERE";4357,00;2187,00;3111,00;1563,00;2865,00;138,00
"BASILICATA";"Lauria";"MISSANELLO";563,00;274,00;403,00;193,00;347,00;30,00
"BASILICATA";"Lauria";"MOLITERNO";4072,00;1964,00;3012,00;1516,00;2739,00;164,00
"BASILICATA";"Lauria";"MONTEMURRO";1747,00;829,00;983,00;477,00;868,00;55,00
"BASILICATA";"Lauria";"NEMOLI";1339,00;634,00;1055,00;524,00;888,00;103,00
"BASILICATA";"Lauria";"PATERNO";3870,00;1929,00;2456,00;1210,00;2055,00;284,00
"BASILICATA";"Lauria";"RIVELLO";2562,00;1249,00;2045,00;1016,00;1784,00;143,00
"BASILICATA";"Lauria";"ROCCANOVA";1549,00;754,00;1254,00;623,00;1107,00;94,00
"BASILICATA";"Lauria";"ROTONDA";3517,00;1748,00;2386,00;1192,00;2052,00;221,00
"BASILICATA";"Lauria";"SAN CHIRICO RAPARO";1477,00;761,00;955,00;484,00;697,00;208,00
"BASILICATA";"Lauria";"SAN MARTINO D'AGRI";1054,00;523,00;632,00;315,00;569,00;45,00
"BASILICATA";"Lauria";"SANT'ARCANGELO";5606,00;2809,00;4388,00;2177,00;3723,00;404,00
"BASILICATA";"Lauria";"SARCONI";1279,00;624,00;855,00;432,00;772,00;57,00
"BASILICATA";"Lauria";"SASSO DI CASTALDA";926,00;464,00;586,00;298,00;514,00;48,00
"BASILICATA";"Lauria";"SATRIANO DI LUCANIA";2384,00;1202,00;1606,00;804,00;1393,00;159,00
"BASILICATA";"Lauria";"SPINOSO";1472,00;695,00;1077,00;510,00;971,00;73,00
"BASILICATA";"Lauria";"TRAMUTOLA";3102,00;1517,00;2215,00;1077,00;2021,00;96,00
"BASILICATA";"Lauria";"TRECCHINA";2304,00;1130,00;1820,00;895,00;1476,00;249,00
"BASILICATA";"Lauria";"VIGGIANELLO";3498,00;1755,00;2154,00;1096,00;1808,00;258,00
"BASILICATA";"Lauria";"VIGGIANO";3551,00;1787,00;2029,00;1033,00;1835,00;111,00
"CALABRIA";"Paola";"ACQUAPPESA";1443,00;720,00;1272,00;629,00;1113,00;85,00
"CALABRIA";"Paola";"AIETA";839,00;433,00;694,00;367,00;534,00;142,00
"CALABRIA";"Paola";"AMANTEA";12199,00;5992,00;8626,00;4272,00;7928,00;282,00
"CALABRIA";"Paola";"BELMONTE CALABRO";3158,00;1583,00;1439,00;712,00;1077,00;326,00
"CALABRIA";"Paola";"BELVEDERE MARITTIMO";8215,00;3977,00;5936,00;2902,00;5318,00;321,00
"CALABRIA";"Paola";"BONIFATI";3096,00;1460,00;1966,00;949,00;1739,00;140,00
"CALABRIA";"Paola";"BUONVICINO";2394,00;1204,00;1723,00;875,00;1431,00;186,00
"CALABRIA";"Paola";"CETRARO";9379,00;4578,00;6808,00;3316,00;6099,00;334,00
"CALABRIA";"Paola";"CLETO";1423,00;721,00;885,00;444,00;818,00;34,00
"CALABRIA";"Paola";"DIAMANTE";4574,00;2195,00;3480,00;1740,00;3162,00;193,00
"CALABRIA";"Paola";"FALCONARA ALBANESE";1584,00;900,00;969,00;477,00;766,00;177,00
"CALABRIA";"Paola";"FIUMEFREDDO BRUZIO";3209,00;1631,00;2057,00;1065,00;1885,00;94,00
"CALABRIA";"Paola";"FUSCALDO";7645,00;3804,00;5347,00;2598,00;4495,00;722,00
"CALABRIA";"Paola";"GRISOLIA";2052,00;991,00;1476,00;742,00;1275,00;104,00
"CALABRIA";"Paola";"GUARDIA PIEMONTESE";1595,00;801,00;1043,00;526,00;979,00;27,00
"CALABRIA";"Paola";"LONGOBARDI";2227,00;1149,00;1421,00;695,00;1288,00;68,00
"CALABRIA";"Paola";"MAIERA'";1283,00;652,00;972,00;495,00;739,00;199,00
"CALABRIA";"Paola";"ORSOMARSO";1493,00;770,00;1046,00;533,00;843,00;158,00
"CALABRIA";"Paola";"PAOLA";14068,00;6807,00;11594,00;5613,00;9865,00;1096,00
"CALABRIA";"Paola";"PRAIA A MARE";5444,00;2580,00;4471,00;2146,00;4064,00;240,00
"CALABRIA";"Paola";"SANGINETO";1308,00;653,00;1056,00;530,00;818,00;196,00
"CALABRIA";"Paola";"SAN LUCIDO";5098,00;2541,00;3820,00;1928,00;3448,00;211,00
"CALABRIA";"Paola";"SAN NICOLA ARCELLA";1232,00;607,00;1066,00;536,00;931,00;97,00
"CALABRIA";"Paola";"SAN PIETRO IN AMANTEA";791,00;390,00;418,00;206,00;387,00;21,00
"CALABRIA";"Paola";"SANTA DOMENICA TALAO";1223,00;607,00;889,00;454,00;803,00;40,00
"CALABRIA";"Paola";"SANTA MARIA DEL CEDRO";3900,00;1905,00;3086,00;1512,00;2834,00;148,00
"CALABRIA";"Paola";"SCALEA";7739,00;3815,00;5792,00;2884,00;5327,00;222,00
"CALABRIA";"Paola";"SERRA D'AIELLO";1045,00;522,00;482,00;240,00;423,00;19,00
"CALABRIA";"Paola";"TORTORA";4620,00;2264,00;3585,00;1775,00;3207,00;236,00
"CALABRIA";"Paola";"VERBICARO";3697,00;1837,00;2386,00;1205,00;1992,00;156,00
"CALABRIA";"Castrovillari";"ACQUAFORMOSA";1443,00;720,00;883,00;440,00;813,00;44,00
"CALABRIA";"Castrovillari";"ALTOMONTE";4140,00;2080,00;3106,00;1567,00;2443,00;528,00
"CALABRIA";"Castrovillari";"BISIGNANO";8842,00;4469,00;6924,00;3448,00;5556,00;1067,00
"CALABRIA";"Castrovillari";"CASTROVILLARI";18093,00;8653,00;13831,00;6847,00;12646,00;483,00
"CALABRIA";"Castrovillari";"CERVICATI";1006,00;483,00;646,00;324,00;549,00;59,00
"CALABRIA";"Castrovillari";"CERZETO";2102,00;1052,00;992,00;498,00;911,00;58,00
"CALABRIA";"Castrovillari";"CIVITA";1175,00;569,00;725,00;360,00;629,00;60,00
"CALABRIA";"Castrovillari";"FAGNANO CASTELLO";4215,00;2062,00;2771,00;1334,00;2494,00;143,00
"CALABRIA";"Castrovillari";"FIRMO";2462,00;1236,00;1583,00;793,00;1448,00;81,00
"CALABRIA";"Castrovillari";"FRASCINETO";2308,00;1126,00;1578,00;783,00;1434,00;66,00
"CALABRIA";"Castrovillari";"LAINO BORGO";2092,00;998,00;1402,00;691,00;1219,00;121,00
"CALABRIA";"Castrovillari";"LAINO CASTELLO";982,00;494,00;563,00;270,00;483,00;53,00
"CALABRIA";"Castrovillari";"LATTARICO";3668,00;1854,00;2602,00;1352,00;2358,00;160,00
"CALABRIA";"Castrovillari";"LUNGRO";2979,00;1465,00;2121,00;1073,00;1930,00;127,00
"CALABRIA";"Castrovillari";"MALVITO";1895,00;969,00;1249,00;636,00;1010,00;172,00
"CALABRIA";"Castrovillari";"MONGRASSANO";1974,00;1021,00;1300,00;645,00;1056,00;191,00
"CALABRIA";"Castrovillari";"MORANO CALABRO";4263,00;2108,00;3242,00;1601,00;2704,00;339,00
"CALABRIA";"Castrovillari";"MORMANNO";3288,00;1588,00;2651,00;1311,00;2412,00;143,00
"CALABRIA";"Castrovillari";"MOTTAFOLLONE";1488,00;750,00;882,00;444,00;762,00;75,00
"CALABRIA";"Castrovillari";"PAPASIDERO";948,00;482,00;589,00;306,00;488,00;74,00
"CALABRIA";"Castrovillari";"ROGGIANO GRAVINA";6679,00;3267,00;4385,00;2175,00;3884,00;294,00
"CALABRIA";"Castrovillari";"ROTA GRECA";1225,00;617,00;819,00;425,00;759,00;45,00
"CALABRIA";"Castrovillari";"SAN BASILE";1245,00;627,00;776,00;406,00;712,00;27,00
"CALABRIA";"Castrovillari";"SAN BENEDETTO ULLANO";1545,00;774,00;1117,00;574,00;985,00;71,00
"CALABRIA";"Castrovillari";"SAN DONATO DI NINEA";1791,00;872,00;1310,00;639,00;931,00;319,00
"CALABRIA";"Castrovillari";"SAN MARCO ARGENTANO";7022,00;3503,00;4598,00;2368,00;4101,00;334,00
"CALABRIA";"Castrovillari";"SAN MARTINO DI FINITA";1217,00;597,00;809,00;409,00;718,00;46,00
"CALABRIA";"Castrovillari";"SAN SOSTI";1920,00;922,00;1474,00;722,00;1318,00;93,00
"CALABRIA";"Castrovillari";"SANTA CATERINA ALBANESE";1279,00;634,00;977,00;480,00;757,00;192,00
"CALABRIA";"Castrovillari";"SANT'AGATA DI ESARO";1886,00;922,00;1378,00;691,00;1240,00;79,00
"CALABRIA";"Castrovillari";"SARACENA";4143,00;2111,00;2859,00;1465,00;2498,00;197,00
"CALABRIA";"Castrovillari";"TARSIA";2517,00;1257,00;1426,00;714,00;1287,00;81,00
"CALABRIA";"Castrovillari";"TORANO CASTELLO";4500,00;2241,00;2984,00;1532,00;2655,00;201,00
"CALABRIA";"Corigliano Calabro";"ALBIDONA";1542,00;775,00;1214,00;614,00;825,00;353,00
"CALABRIA";"Corigliano Calabro";"ALESSANDRIA DEL CARRETTO";860,00;440,00;505,00;265,00;396,00;79,00
"CALABRIA";"Corigliano Calabro";"AMENDOLARA";2609,00;1299,00;2229,00;1123,00;1792,00;378,00
"CALABRIA";"Corigliano Calabro";"CANNA";865,00;420,00;585,00;295,00;531,00;26,00
"CALABRIA";"Corigliano Calabro";"CASSANO ALLO IONIO";15667,00;7689,00;10371,00;5207,00;8568,00;650,00
"CALABRIA";"Corigliano Calabro";"CASTROREGIO";473,00;234,00;302,00;161,00;270,00;25,00
"CALABRIA";"Corigliano Calabro";"CERCHIARA DI CALABRIA";2557,00;1256,00;1744,00;913,00;1589,00;103,00
"CALABRIA";"Corigliano Calabro";"CORIGLIANO CALABRO";31930,00;15991,00;22221,00;10971,00;18435,00;2692,00
"CALABRIA";"Corigliano Calabro";"FRANCAVILLA MARITTIMA";2462,00;1161,00;1827,00;919,00;1643,00;129,00
"CALABRIA";"Corigliano Calabro";"MONTEGIORDANO";1992,00;955,00;1529,00;771,00;1350,00;131,00
"CALABRIA";"Corigliano Calabro";"NOCARA";499,00;253,00;332,00;167,00;303,00;20,00
"CALABRIA";"Corigliano Calabro";"ORIOLO";2542,00;1244,00;1879,00;963,00;1622,00;192,00
"CALABRIA";"Corigliano Calabro";"PLATACI";1056,00;563,00;678,00;369,00;613,00;46,00
"CALABRIA";"Corigliano Calabro";"ROCCA IMPERIALE";2894,00;1424,00;2185,00;1094,00;2046,00;91,00
"CALABRIA";"Corigliano Calabro";"ROSETO CAPO SPULICO";1711,00;828,00;1172,00;584,00;1097,00;54,00
"CALABRIA";"Corigliano Calabro";"SAN COSMO ALBANESE";674,00;330,00;546,00;272,00;458,00;82,00
"CALABRIA";"Corigliano Calabro";"SAN DEMETRIO CORONE";3799,00;1884,00;2671,00;1332,00;2196,00;345,00
"CALABRIA";"Corigliano Calabro";"SAN GIORGIO ALBANESE";1553,00;747,00;1120,00;556,00;1043,00;49,00
"CALABRIA";"Corigliano Calabro";"SAN LORENZO BELLIZZI";786,00;392,00;696,00;353,00;465,00;214,00
"CALABRIA";"Corigliano Calabro";"SAN LORENZO DEL VALLO";2812,00;1440,00;2026,00;1051,00;1782,00;98,00
"CALABRIA";"Corigliano Calabro";"SANTA SOFIA D'EPIRO";2711,00;1370,00;1790,00;914,00;1561,00;88,00
"CALABRIA";"Corigliano Calabro";"SPEZZANO ALBANESE";6451,00;3176,00;4550,00;2292,00;4145,00;211,00
"CALABRIA";"Corigliano Calabro";"TERRANOVA DA SIBARI";4604,00;2280,00;3362,00;1729,00;3033,00;198,00
"CALABRIA";"Corigliano Calabro";"TREBISACCE";7373,00;3604,00;5526,00;2772,00;4988,00;288,00
"CALABRIA";"Corigliano Calabro";"VACCARIZZO ALBANESE";1306,00;619,00;807,00;411,00;744,00;55,00
"CALABRIA";"Corigliano Calabro";"VILLAPIANA";4043,00;1990,00;2913,00;1465,00;2576,00;224,00
"CALABRIA";"Rossano";"ACRI";20059,00;9918,00;13683,00;6828,00;11945,00;979,00
"CALABRIA";"Rossano";"BOCCHIGLIERO";2765,00;1406,00;1259,00;630,00;1192,00;37,00
"CALABRIA";"Rossano";"CALOPEZZATI";1349,00;646,00;918,00;428,00;790,00;108,00
"CALABRIA";"Rossano";"CALOVETO";1478,00;789,00;828,00;436,00;755,00;48,00
"CALABRIA";"Rossano";"CAMPANA";2442,00;1237,00;1395,00;707,00;1211,00;108,00
"CALABRIA";"Rossano";"CARIATI";8748,00;4411,00;5321,00;2524,00;4325,00;700,00
"CALABRIA";"Rossano";"CROPALATI";1182,00;607,00;775,00;398,00;710,00;40,00
"CALABRIA";"Rossano";"CROSIA";7097,00;3533,00;4678,00;2293,00;4285,00;223,00
"CALABRIA";"Rossano";"LONGOBUCCO";4440,00;2238,00;2897,00;1450,00;2658,00;127,00
"CALABRIA";"Rossano";"MANDATORICCIO";2739,00;1418,00;1579,00;772,00;1466,00;68,00
"CALABRIA";"Rossano";"PALUDI";1732,00;896,00;837,00;431,00;777,00;37,00
"CALABRIA";"Rossano";"PIETRAPAOLA";1327,00;680,00;679,00;354,00;599,00;59,00
"CALABRIA";"Rossano";"ROSSANO";26426,00;13090,00;20932,00;10405,00;17224,00;2912,00
"CALABRIA";"Rossano";"SAN GIOVANNI IN FIORE";19675,00;9740,00;12176,00;6007,00;11312,00;378,00
"CALABRIA";"Rossano";"SCALA COELI";1712,00;900,00;882,00;439,00;620,00;216,00
"CALABRIA";"Rossano";"TERRAVECCHIA";1453,00;737,00;488,00;242,00;453,00;24,00
"CALABRIA";"Rende";"APRIGLIANO";3209,00;1616,00;1947,00;1006,00;1807,00;74,00
"CALABRIA";"Rende";"CASOLE BRUZIO";1969,00;963,00;1680,00;829,00;1501,00;104,00
"CALABRIA";"Rende";"CASTIGLIONE COSENTINO";2356,00;1164,00;1781,00;909,00;1598,00;90,00
"CALABRIA";"Rende";"CASTROLIBERO";7944,00;3829,00;7020,00;3439,00;6143,00;528,00
"CALABRIA";"Rende";"CELICO";2417,00;1215,00;1842,00;957,00;1689,00;63,00
"CALABRIA";"Rende";"CERISANO";2863,00;1382,00;2206,00;1094,00;1858,00;256,00
"CALABRIA";"Rende";"FIGLINE VEGLIATURO";903,00;451,00;714,00;363,00;660,00;44,00
"CALABRIA";"Rende";"LAPPANO";932,00;464,00;756,00;381,00;639,00;67,00
"CALABRIA";"Rende";"LUZZI";8482,00;4285,00;5826,00;3001,00;5242,00;345,00
"CALABRIA";"Rende";"MARANO MARCHESATO";2106,00;1021,00;1584,00;786,00;1446,00;67,00
"CALABRIA";"Rende";"MARANO PRINCIPATO";1977,00;1004,00;1397,00;732,00;1269,00;61,00
"CALABRIA";"Rende";"MENDICINO";6645,00;3283,00;5341,00;2656,00;4693,00;378,00
"CALABRIA";"Rende";"MONTALTO UFFUGO";12839,00;6393,00;9288,00;4697,00;8574,00;339,00
"CALABRIA";"Rende";"PEDACE";1923,00;945,00;1510,00;746,00;1422,00;41,00
"CALABRIA";"Rende";"PIANE CRATI";1175,00;556,00;936,00;460,00;867,00;37,00
"CALABRIA";"Rende";"PIETRAFITTA";1510,00;761,00;1070,00;539,00;907,00;120,00
"CALABRIA";"Rende";"RENDE";27687,00;13526,00;22614,00;11298,00;21078,00;680,00
"CALABRIA";"Rende";"ROSE";4298,00;2116,00;2713,00;1375,00;2483,00;155,00
"CALABRIA";"Rende";"ROVITO";2478,00;1221,00;2014,00;1006,00;1803,00;136,00
"CALABRIA";"Rende";"SAN FILI";2554,00;1244,00;1745,00;878,00;1608,00;63,00
"CALABRIA";"Rende";"SAN PIETRO IN GUARANO";3369,00;1665,00;2538,00;1304,00;2336,00;109,00
"CALABRIA";"Rende";"SAN VINCENZO LA COSTA";1854,00;918,00;1371,00;694,00;1266,00;59,00
"CALABRIA";"Rende";"SERRA PEDACE";1015,00;499,00;716,00;363,00;680,00;14,00
"CALABRIA";"Rende";"SPEZZANO DELLA SILA";4051,00;2040,00;3462,00;1752,00;3155,00;209,00
"CALABRIA";"Rende";"SPEZZANO PICCOLO";1974,00;979,00;1278,00;648,00;1184,00;43,00
"CALABRIA";"Rende";"TRENTA";2380,00;1186,00;1815,00;928,00;1689,00;68,00
"CALABRIA";"Rende";"ZUMPANO";1595,00;801,00;1306,00;666,00;1155,00;114,00
"CALABRIA";"Cosenza";"AIELLO CALABRO";2677,00;1344,00;1347,00;679,00;1238,00;64,00
"CALABRIA";"Cosenza";"ALTILIA";819,00;420,00;605,00;308,00;499,00;75,00
"CALABRIA";"Cosenza";"BELSITO";896,00;442,00;612,00;322,00;558,00;38,00
"CALABRIA";"Cosenza";"BIANCHI";1354,00;673,00;1036,00;527,00;964,00;46,00
"CALABRIA";"Cosenza";"CAROLEI";3455,00;1717,00;2376,00;1181,00;2212,00;84,00
"CALABRIA";"Cosenza";"CARPANZANO";408,00;191,00;248,00;119,00;216,00;14,00
"CALABRIA";"Cosenza";"CELLARA";584,00;272,00;391,00;188,00;337,00;43,00
"CALABRIA";"Cosenza";"COLOSIMI";1378,00;657,00;912,00;460,00;822,00;49,00
"CALABRIA";"Cosenza";"COSENZA";61542,00;28782,00;47505,00;23215,00;43501,00;1899,00
"CALABRIA";"Cosenza";"DIPIGNANO";3497,00;1717,00;2809,00;1436,00;2605,00;105,00
"CALABRIA";"Cosenza";"DOMANICO";1077,00;513,00;651,00;315,00;609,00;20,00
"CALABRIA";"Cosenza";"GRIMALDI";1629,00;797,00;1206,00;596,00;1060,00;100,00
"CALABRIA";"Cosenza";"LAGO";3957,00;1998,00;2057,00;1044,00;1872,00;71,00
"CALABRIA";"Cosenza";"MALITO";996,00;495,00;586,00;284,00;532,00;31,00
"CALABRIA";"Cosenza";"MANGONE";1502,00;722,00;1245,00;603,00;1076,00;114,00
"CALABRIA";"Cosenza";"MARZI";857,00;414,00;657,00;341,00;595,00;36,00
"CALABRIA";"Cosenza";"PANETTIERI";348,00;177,00;280,00;143,00;258,00;14,00
"CALABRIA";"Cosenza";"PARENTI";2065,00;1045,00;1631,00;853,00;1515,00;72,00
"CALABRIA";"Cosenza";"PATERNO CALABRO";1596,00;821,00;892,00;479,00;812,00;49,00
"CALABRIA";"Cosenza";"PEDIVIGLIANO";890,00;427,00;629,00;314,00;559,00;45,00
"CALABRIA";"Cosenza";"ROGLIANO";5129,00;2471,00;4260,00;2071,00;3613,00;415,00
"CALABRIA";"Cosenza";"SANTO STEFANO DI ROGLIANO";1203,00;594,00;939,00;474,00;875,00;42,00
"CALABRIA";"Cosenza";"SCIGLIANO";1533,00;711,00;972,00;479,00;897,00;49,00
"CALABRIA";"Lamezia Terme";"CONFLENTI";2026,00;1002,00;1221,00;589,00;921,00;258,00
"CALABRIA";"Lamezia Terme";"CORTALE";2249,00;1074,00;1557,00;760,00;1428,00;80,00
"CALABRIA";"Lamezia Terme";"CURINGA";6508,00;3238,00;4150,00;2097,00;3756,00;243,00
"CALABRIA";"Lamezia Terme";"DECOLLATURA";3492,00;1679,00;2448,00;1195,00;2123,00;253,00
"CALABRIA";"Lamezia Terme";"FALERNA";3497,00;1757,00;2315,00;1184,00;2131,00;116,00
"CALABRIA";"Lamezia Terme";"FEROLETO ANTICO";2324,00;1159,00;1444,00;697,00;1152,00;248,00
"CALABRIA";"Lamezia Terme";"GIZZERIA";3481,00;1765,00;2246,00;1145,00;2111,00;81,00
"CALABRIA";"Lamezia Terme";"JACURSO";850,00;388,00;587,00;267,00;477,00;85,00
"CALABRIA";"Lamezia Terme";"LAMEZIA TERME";56858,00;27697,00;42823,00;21097,00;36184,00;4843,00
"CALABRIA";"Lamezia Terme";"MAIDA";4320,00;2156,00;2741,00;1391,00;2490,00;157,00
"CALABRIA";"Lamezia Terme";"MARTIRANO";1087,00;527,00;776,00;362,00;631,00;114,00
"CALABRIA";"Lamezia Terme";"MARTIRANO LOMBARDO";1462,00;733,00;891,00;454,00;781,00;79,00
"CALABRIA";"Lamezia Terme";"MOTTA SANTA LUCIA";708,00;344,00;515,00;261,00;479,00;27,00
"CALABRIA";"Lamezia Terme";"NOCERA TIRINESE";4252,00;2115,00;3052,00;1509,00;2746,00;150,00
"CALABRIA";"Lamezia Terme";"PIANOPOLI";2470,00;1212,00;1526,00;754,00;1429,00;69,00
"CALABRIA";"Lamezia Terme";"PLATANIA";2962,00;1478,00;1526,00;746,00;1383,00;79,00
"CALABRIA";"Lamezia Terme";"SAN MANGO D'AQUINO";1609,00;779,00;1273,00;618,00;967,00;245,00
"CALABRIA";"Lamezia Terme";"SAN PIETRO A MAIDA";4710,00;2375,00;2828,00;1407,00;2651,00;127,00
"CALABRIA";"Lamezia Terme";"SOVERIA MANNELLI";2891,00;1403,00;2276,00;1137,00;2088,00;97,00
"CALABRIA";"Catanzaro";"AMARONI";2178,00;1109,00;1220,00;607,00;1137,00;58,00
"CALABRIA";"Catanzaro";"BORGIA";6169,00;3031,00;4871,00;2408,00;4259,00;412,00
"CALABRIA";"Catanzaro";"CARAFFA DI CATANZARO";1779,00;873,00;1373,00;687,00;1269,00;82,00
"CALABRIA";"Catanzaro";"CATANZARO";76815,00;36652,00;62656,00;30619,00;51218,00;7367,00
"CALABRIA";"Catanzaro";"GIRIFALCO";6456,00;3226,00;4098,00;2066,00;3706,00;200,00
"CALABRIA";"Catanzaro";"SAN FLORO";586,00;267,00;406,00;186,00;378,00;16,00
"CALABRIA";"Catanzaro";"SIMERI CRICHI";3210,00;1595,00;2804,00;1391,00;2343,00;372,00
"CALABRIA";"Catanzaro";"SOVERIA SIMERI";1493,00;716,00;1222,00;579,00;917,00;250,00
"CALABRIA";"Catanzaro";"SQUILLACE";2851,00;1431,00;1902,00;986,00;1776,00;44,00
"CALABRIA";"Catanzaro";"STALETTI";2377,00;1176,00;1403,00;715,00;1279,00;80,00
