"circ";"coll";"comune";"cognome";"nome";"datanascita";"luogonascita";"sesso";"TOTVOTI";"descrcontrass"
"PIEMONTE 2";"Biella";"MIAGLIANO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";9,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"MIAGLIANO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";83,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"MIAGLIANO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";139,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"MIAGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";15,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"MIAGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";15,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"MIAGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";15,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"MIAGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";15,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"MIAGLIANO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";181,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"MONGRANDO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";89,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"MONGRANDO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";941,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"MONGRANDO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";812,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"MONGRANDO";"HARY";"ATTILIO";;"BIELLA";"M";117,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"MONGRANDO";"HARY";"ATTILIO";;"BIELLA";"M";117,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"MONGRANDO";"HARY";"ATTILIO";;"BIELLA";"M";117,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"MONGRANDO";"HARY";"ATTILIO";;"BIELLA";"M";117,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"MONGRANDO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";851,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"MUZZANO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";20,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"MUZZANO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";135,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"MUZZANO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";157,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"MUZZANO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"MUZZANO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"MUZZANO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"MUZZANO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"MUZZANO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";141,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"NETRO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";25,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"NETRO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";243,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"NETRO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";169,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"NETRO";"HARY";"ATTILIO";;"BIELLA";"M";29,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"NETRO";"HARY";"ATTILIO";;"BIELLA";"M";29,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"NETRO";"HARY";"ATTILIO";;"BIELLA";"M";29,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"NETRO";"HARY";"ATTILIO";;"BIELLA";"M";29,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"NETRO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";194,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";74,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";567,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";1006,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"HARY";"ATTILIO";;"BIELLA";"M";134,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"HARY";"ATTILIO";;"BIELLA";"M";134,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"HARY";"ATTILIO";;"BIELLA";"M";134,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"HARY";"ATTILIO";;"BIELLA";"M";134,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";1055,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";65,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";531,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";641,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"HARY";"ATTILIO";;"BIELLA";"M";71,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"HARY";"ATTILIO";;"BIELLA";"M";71,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"HARY";"ATTILIO";;"BIELLA";"M";71,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"HARY";"ATTILIO";;"BIELLA";"M";71,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";671,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";0,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";37,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";58,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"HARY";"ATTILIO";;"BIELLA";"M";14,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"HARY";"ATTILIO";;"BIELLA";"M";14,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"HARY";"ATTILIO";;"BIELLA";"M";14,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"HARY";"ATTILIO";;"BIELLA";"M";14,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"PIEDICAVALLO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";27,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"POLLONE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";132,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"POLLONE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";334,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"POLLONE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";577,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"POLLONE";"HARY";"ATTILIO";;"BIELLA";"M";63,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"POLLONE";"HARY";"ATTILIO";;"BIELLA";"M";63,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"POLLONE";"HARY";"ATTILIO";;"BIELLA";"M";63,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"POLLONE";"HARY";"ATTILIO";;"BIELLA";"M";63,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"POLLONE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";399,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"PONDERANO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";59,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"PONDERANO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";644,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"PONDERANO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";946,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"PONDERANO";"HARY";"ATTILIO";;"BIELLA";"M";130,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"PONDERANO";"HARY";"ATTILIO";;"BIELLA";"M";130,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"PONDERANO";"HARY";"ATTILIO";;"BIELLA";"M";130,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"PONDERANO";"HARY";"ATTILIO";;"BIELLA";"M";130,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"PONDERANO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";932,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"PRALUNGO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";32,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"PRALUNGO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";374,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"PRALUNGO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";729,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"PRALUNGO";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"PRALUNGO";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"PRALUNGO";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"PRALUNGO";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"PRALUNGO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";666,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"QUITTENGO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";2,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"QUITTENGO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";43,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"QUITTENGO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";55,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"QUITTENGO";"HARY";"ATTILIO";;"BIELLA";"M";18,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"QUITTENGO";"HARY";"ATTILIO";;"BIELLA";"M";18,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"QUITTENGO";"HARY";"ATTILIO";;"BIELLA";"M";18,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"QUITTENGO";"HARY";"ATTILIO";;"BIELLA";"M";18,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"QUITTENGO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";40,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";34,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";206,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";372,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";70,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";70,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";70,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";70,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"RONCO BIELLESE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";428,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"ROPPOLO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";16,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"ROPPOLO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";163,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"ROPPOLO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";155,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"ROPPOLO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"ROPPOLO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"ROPPOLO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"ROPPOLO";"HARY";"ATTILIO";;"BIELLA";"M";23,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"ROPPOLO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";186,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"ROSAZZA";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";0,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"ROSAZZA";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";19,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"ROSAZZA";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";33,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"ROSAZZA";"HARY";"ATTILIO";;"BIELLA";"M";1,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"ROSAZZA";"HARY";"ATTILIO";;"BIELLA";"M";1,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"ROSAZZA";"HARY";"ATTILIO";;"BIELLA";"M";1,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"ROSAZZA";"HARY";"ATTILIO";;"BIELLA";"M";1,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"ROSAZZA";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";22,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";37,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";308,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";429,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"HARY";"ATTILIO";;"BIELLA";"M";55,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"HARY";"ATTILIO";;"BIELLA";"M";55,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"HARY";"ATTILIO";;"BIELLA";"M";55,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"HARY";"ATTILIO";;"BIELLA";"M";55,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";422,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"SALA BIELLESE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";7,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"SALA BIELLESE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";94,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"SALA BIELLESE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";123,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"SALA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";19,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"SALA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";19,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"SALA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";19,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"SALA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";19,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"SALA BIELLESE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";211,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"SALUSSOLA";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";51,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"SALUSSOLA";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";374,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"SALUSSOLA";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";473,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"SALUSSOLA";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"SALUSSOLA";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"SALUSSOLA";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"SALUSSOLA";"HARY";"ATTILIO";;"BIELLA";"M";90,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"SALUSSOLA";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";420,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"SANDIGLIANO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";59,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"SANDIGLIANO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";467,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"SANDIGLIANO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";683,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"SANDIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";126,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"SANDIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";126,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"SANDIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";126,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"SANDIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";126,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"SANDIGLIANO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";624,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";2,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";28,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";37,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";33,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"SORDEVOLO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";32,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"SORDEVOLO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";238,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"SORDEVOLO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";297,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"SORDEVOLO";"HARY";"ATTILIO";;"BIELLA";"M";44,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"SORDEVOLO";"HARY";"ATTILIO";;"BIELLA";"M";44,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"SORDEVOLO";"HARY";"ATTILIO";;"BIELLA";"M";44,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"SORDEVOLO";"HARY";"ATTILIO";;"BIELLA";"M";44,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"SORDEVOLO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";328,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"TAVIGLIANO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";10,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"TAVIGLIANO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";235,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"TAVIGLIANO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";203,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"TAVIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";31,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"TAVIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";31,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"TAVIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";31,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"TAVIGLIANO";"HARY";"ATTILIO";;"BIELLA";"M";31,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"TAVIGLIANO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";141,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"TERNENGO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";6,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"TERNENGO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";60,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"TERNENGO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";72,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"TERNENGO";"HARY";"ATTILIO";;"BIELLA";"M";10,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"TERNENGO";"HARY";"ATTILIO";;"BIELLA";"M";10,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"TERNENGO";"HARY";"ATTILIO";;"BIELLA";"M";10,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"TERNENGO";"HARY";"ATTILIO";;"BIELLA";"M";10,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"TERNENGO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";73,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"TOLLEGNO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";48,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"TOLLEGNO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";433,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"TOLLEGNO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";633,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"TOLLEGNO";"HARY";"ATTILIO";;"BIELLA";"M";83,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"TOLLEGNO";"HARY";"ATTILIO";;"BIELLA";"M";83,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"TOLLEGNO";"HARY";"ATTILIO";;"BIELLA";"M";83,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"TOLLEGNO";"HARY";"ATTILIO";;"BIELLA";"M";83,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"TOLLEGNO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";859,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"TORRAZZO";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";3,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"TORRAZZO";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";63,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"TORRAZZO";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";23,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"TORRAZZO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"TORRAZZO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"TORRAZZO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"TORRAZZO";"HARY";"ATTILIO";;"BIELLA";"M";3,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"TORRAZZO";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";31,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"VERRONE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";30,00;"MANI PULITE"
