"circ";"coll";"comune";"cognome";"nome";"datanascita";"luogonascita";"sesso";"TOTVOTI";"descrcontrass"
"PIEMONTE 1";"Settimo Torinese";"ANDEZENO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";48,00;"CASALINGHE FAMIGLIA"
"PIEMONTE 1";"Settimo Torinese";"ANDEZENO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";48,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Settimo Torinese";"ANDEZENO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";48,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Settimo Torinese";"ANDEZENO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";48,00;"PART.FEDERAL."
"PIEMONTE 1";"Settimo Torinese";"ANDEZENO";"DEMICHELA";"MARIO";;"CHIVASSO";"M";281,00;"LEGA NORD"
"PIEMONTE 1";"Settimo Torinese";"ANDEZENO";"VENTURA";"FRANCESCO";;"RIESI";"M";493,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Settimo Torinese";"ANDEZENO";"GARDIOL";"GIORGIO";;"PINEROLO";"M";312,00;"L'ULIVO"
"PIEMONTE 1";"Settimo Torinese";"ARIGNANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";19,00;"PART.FEDERAL."
"PIEMONTE 1";"Settimo Torinese";"ARIGNANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";19,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Settimo Torinese";"ARIGNANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";19,00;"CASALINGHE FAMIGLIA"
"PIEMONTE 1";"Settimo Torinese";"ARIGNANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";19,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Settimo Torinese";"ARIGNANO";"DEMICHELA";"MARIO";;"CHIVASSO";"M";132,00;"LEGA NORD"
"PIEMONTE 1";"Settimo Torinese";"ARIGNANO";"VENTURA";"FRANCESCO";;"RIESI";"M";266,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Settimo Torinese";"ARIGNANO";"GARDIOL";"GIORGIO";;"PINEROLO";"M";157,00;"L'ULIVO"
"PIEMONTE 1";"Settimo Torinese";"CASTIGLIONE TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";156,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Settimo Torinese";"CASTIGLIONE TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";156,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Settimo Torinese";"CASTIGLIONE TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";156,00;"CASALINGHE FAMIGLIA"
"PIEMONTE 1";"Settimo Torinese";"CASTIGLIONE TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";156,00;"PART.FEDERAL."
"PIEMONTE 1";"Settimo Torinese";"CASTIGLIONE TORINESE";"DEMICHELA";"MARIO";;"CHIVASSO";"M";705,00;"LEGA NORD"
"PIEMONTE 1";"Settimo Torinese";"CASTIGLIONE TORINESE";"VENTURA";"FRANCESCO";;"RIESI";"M";1495,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Settimo Torinese";"CASTIGLIONE TORINESE";"GARDIOL";"GIORGIO";;"PINEROLO";"M";1392,00;"L'ULIVO"
"PIEMONTE 1";"Settimo Torinese";"CHIERI";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";963,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Settimo Torinese";"CHIERI";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";963,00;"PART.FEDERAL."
"PIEMONTE 1";"Settimo Torinese";"CHIERI";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";963,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Settimo Torinese";"CHIERI";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";963,00;"CASALINGHE FAMIGLIA"
"PIEMONTE 1";"Settimo Torinese";"CHIERI";"DEMICHELA";"MARIO";;"CHIVASSO";"M";3340,00;"LEGA NORD"
"PIEMONTE 1";"Settimo Torinese";"CHIERI";"VENTURA";"FRANCESCO";;"RIESI";"M";8299,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Settimo Torinese";"CHIERI";"GARDIOL";"GIORGIO";;"PINEROLO";"M";9096,00;"L'ULIVO"
"PIEMONTE 1";"Settimo Torinese";"CINZANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";4,00;"PART.FEDERAL."
"PIEMONTE 1";"Settimo Torinese";"CINZANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";4,00;"CASALINGHE FAMIGLIA"
"PIEMONTE 1";"Settimo Torinese";"CINZANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";4,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Settimo Torinese";"CINZANO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";4,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Settimo Torinese";"CINZANO";"DEMICHELA";"MARIO";;"CHIVASSO";"M";55,00;"LEGA NORD"
"PIEMONTE 1";"Settimo Torinese";"CINZANO";"VENTURA";"FRANCESCO";;"RIESI";"M";79,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Settimo Torinese";"CINZANO";"GARDIOL";"GIORGIO";;"PINEROLO";"M";93,00;"L'ULIVO"
"PIEMONTE 1";"Settimo Torinese";"GASSINO TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";238,00;"CASALINGHE FAMIGLIA"
"PIEMONTE 1";"Settimo Torinese";"GASSINO TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";238,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Settimo Torinese";"GASSINO TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";238,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Settimo Torinese";"GASSINO TORINESE";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";238,00;"PART.FEDERAL."
"PIEMONTE 1";"Settimo Torinese";"GASSINO TORINESE";"DEMICHELA";"MARIO";;"CHIVASSO";"M";1108,00;"LEGA NORD"
"PIEMONTE 1";"Settimo Torinese";"GASSINO TORINESE";"VENTURA";"FRANCESCO";;"RIESI";"M";2096,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Settimo Torinese";"GASSINO TORINESE";"GARDIOL";"GIORGIO";;"PINEROLO";"M";2611,00;"L'ULIVO"
"PIEMONTE 1";"Settimo Torinese";"MARENTINO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";23,00;"PART.FEDERAL."
"PIEMONTE 1";"Settimo Torinese";"MARENTINO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";23,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Settimo Torinese";"MARENTINO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";23,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Settimo Torinese";"MARENTINO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";23,00;"CASALINGHE FAMIGLIA"
"PIEMONTE 1";"Settimo Torinese";"MARENTINO";"DEMICHELA";"MARIO";;"CHIVASSO";"M";193,00;"LEGA NORD"
"PIEMONTE 1";"Settimo Torinese";"MARENTINO";"VENTURA";"FRANCESCO";;"RIESI";"M";278,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Settimo Torinese";"MARENTINO";"GARDIOL";"GIORGIO";;"PINEROLO";"M";204,00;"L'ULIVO"
"PIEMONTE 1";"Settimo Torinese";"MOMBELLO DI TORINO";"GARRONE";"MARILENA";;"CASTIGLIONE TORINESE";"F";10,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Torino 1";"TORINO";"VALETTO IN BITELLI";"MARIA PIA";;"TORINO";"F";37589,00;"L'ULIVO"
"PIEMONTE 1";"Torino 1";"TORINO";"BERTA";"MASSIMILIANO";;"TORINO";"M";718,00;"PART.UMANISTA"
"PIEMONTE 1";"Torino 1";"TORINO";"MARONI";"ROBERTO ERNESTO";;"VARESE";"M";9261,00;"LEGA NORD"
"PIEMONTE 1";"Torino 1";"TORINO";"RABELLINO";"RENZO";;"TORINO";"M";1932,00;"PART.FEDERAL."
"PIEMONTE 1";"Torino 1";"TORINO";"RABELLINO";"RENZO";;"TORINO";"M";1932,00;"IMMIGRATI BASTA"
"PIEMONTE 1";"Torino 1";"TORINO";"RABELLINO";"RENZO";;"TORINO";"M";1932,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Torino 1";"TORINO";"RABELLINO";"RENZO";;"TORINO";"M";1932,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Torino 1";"TORINO";"COLOMBINI";"EDRO";;"TORINO";"M";35224,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 2";"TORINO";"NOVELLI";"DIEGO";;"TORINO";"M";36319,00;"L'ULIVO"
"PIEMONTE 1";"Torino 2";"TORINO";"PESCE";"ROBERTO";;"TORINO";"M";8155,00;"LEGA NORD"
"PIEMONTE 1";"Torino 2";"TORINO";"TEVERE";"ANTONIO";;"BARI";"M";516,00;"PART.UMANISTA"
"PIEMONTE 1";"Torino 2";"TORINO";"ROSSI";"EMILIA";;"TORINO";"F";28101,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 2";"TORINO";"LUPI";"CINZIA";;"TORINO";"F";2750,00;"VERDI-VERDI"
"PIEMONTE 1";"Torino 3";"TORINO";"CASOLATI";"MARZIA";;"TORINO";"F";9559,00;"LEGA NORD"
"PIEMONTE 1";"Torino 3";"TORINO";"MANIGRASSO";"ANTONIO DETTO TONY";;"TORINO";"M";1314,00;"PART.UMANISTA"
"PIEMONTE 1";"Torino 3";"TORINO";"FANTINI";"SILVANA";;"TORINO";"F";31691,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 3";"TORINO";"ACCIARINI";"MARIA CHIARA";;"TORRE PELLICE";"F";41245,00;"L'ULIVO"
"PIEMONTE 1";"Torino 4";"TORINO";"CHIAMPARINO";"SERGIO";;"MONCALIERI";"M";39418,00;"L'ULIVO"
"PIEMONTE 1";"Torino 4";"TORINO";"PIANELLI";"LUCIANO";;"TORINO";"M";25863,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 4";"TORINO";"BEVILACQUA";"SALVATORE";;"SAVELLI";"M";1460,00;"SOCIALISTA"
"PIEMONTE 1";"Torino 4";"TORINO";"BORGHEZIO";"MARIO";;"TORINO";"M";8337,00;"LEGA NORD"
"PIEMONTE 1";"Torino 4";"TORINO";"BALESTRA";"PAOLA";;"TORINO";"F";1620,00;"PART.UMANISTA"
"PIEMONTE 1";"Torino 5";"TORINO";"POLLINI";"ALFREDO";;"MILANO";"M";11608,00;"LEGA NORD"
"PIEMONTE 1";"Torino 5";"TORINO";"BISSACCO";"GIORGIO";;"VALENZA";"M";27817,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 5";"TORINO";"ORTOLANO";"DARIO";;"TORINO";"M";33825,00;"PROGRESSISTI (1996)"
"PIEMONTE 1";"Torino 6";"TORINO";"GOBETTI";"PAOLA";;"TORINO";"F";9274,00;"LEGA NORD"
"PIEMONTE 1";"Torino 6";"TORINO";"COLOMBO";"MARCO FURIO DETTO FURIO COLOMBO";;"CHATILLON";"M";38523,00;"L'ULIVO"
"PIEMONTE 1";"Torino 6";"TORINO";"LUPI";"ALBERTO";;"TORINO";"M";2606,00;"VERDI-VERDI"
"PIEMONTE 1";"Torino 6";"TORINO";"PRONZATO";"MARIA LUCIANA";;"TORINO";"F";1786,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 1";"Torino 6";"TORINO";"PRONZATO";"MARIA LUCIANA";;"TORINO";"F";1786,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 1";"Torino 6";"TORINO";"PRONZATO";"MARIA LUCIANA";;"TORINO";"F";1786,00;"NORD LIBERO"
"PIEMONTE 1";"Torino 6";"TORINO";"PRONZATO";"MARIA LUCIANA";;"TORINO";"F";1786,00;"IMMIGRATI BASTA"
"PIEMONTE 1";"Torino 6";"TORINO";"LANTELLA";"LELIO";;"CERMENATE";"M";30383,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 7";"TORINO";"CHIAPPO";"BERNARDO";;"GRAGLIA";"M";28490,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 7";"TORINO";"GOTTA";"MAURIZIO";;"TORINO";"M";10019,00;"LEGA NORD"
"PIEMONTE 1";"Torino 7";"TORINO";"MORGANDO";"GIANFRANCO";;"BORGIALLO";"M";41343,00;"L'ULIVO"
"PIEMONTE 1";"Torino 7";"TORINO";"LUPI";"MAURIZIO";;"TORINO";"M";4064,00;"VERDI-VERDI"
"PIEMONTE 1";"Torino 8";"TORINO";"NERATTINI";"DAVIDE";;"TORINO";"M";3485,00;"VERDI-VERDI"
"PIEMONTE 1";"Torino 8";"TORINO";"SCANDEREBECH";"DEODATO";;"ALLISTE";"M";28217,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Torino 8";"TORINO";"BENVENUTO";"ANTONIOGIORGIO DETTO GIORGIO";;"GAETA";"M";37953,00;"L'ULIVO"
"PIEMONTE 1";"Torino 8";"TORINO";"BRIGANDI'";"MATTEO";;"MESSINA";"M";9570,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"AGLIE'";"PELLISSIER";"ANDREA";;"TORINO";"M";484,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"AGLIE'";"TOGNOLI";"ALBERTO";;"IVREA";"M";640,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"AGLIE'";"PANATTONI";"GIORGIO";;"MILANO";"M";577,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"ALBIANO D'IVREA";"PELLISSIER";"ANDREA";;"TORINO";"M";215,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"ALBIANO D'IVREA";"TOGNOLI";"ALBERTO";;"IVREA";"M";495,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"ALBIANO D'IVREA";"PANATTONI";"GIORGIO";;"MILANO";"M";437,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"ALICE SUPERIORE";"PELLISSIER";"ANDREA";;"TORINO";"M";114,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"ALICE SUPERIORE";"TOGNOLI";"ALBERTO";;"IVREA";"M";126,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"ALICE SUPERIORE";"PANATTONI";"GIORGIO";;"MILANO";"M";152,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"ANDRATE";"PELLISSIER";"ANDREA";;"TORINO";"M";133,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"ANDRATE";"TOGNOLI";"ALBERTO";;"IVREA";"M";97,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"ANDRATE";"PANATTONI";"GIORGIO";;"MILANO";"M";77,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"AZEGLIO";"PELLISSIER";"ANDREA";;"TORINO";"M";239,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"AZEGLIO";"TOGNOLI";"ALBERTO";;"IVREA";"M";289,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"AZEGLIO";"PANATTONI";"GIORGIO";;"MILANO";"M";234,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BAIRO";"PELLISSIER";"ANDREA";;"TORINO";"M";155,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BAIRO";"TOGNOLI";"ALBERTO";;"IVREA";"M";193,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BAIRO";"PANATTONI";"GIORGIO";;"MILANO";"M";139,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BALDISSERO CANAVESE";"PELLISSIER";"ANDREA";;"TORINO";"M";80,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BALDISSERO CANAVESE";"TOGNOLI";"ALBERTO";;"IVREA";"M";234,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BALDISSERO CANAVESE";"PANATTONI";"GIORGIO";;"MILANO";"M";134,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BANCHETTE";"PELLISSIER";"ANDREA";;"TORINO";"M";389,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BANCHETTE";"TOGNOLI";"ALBERTO";;"IVREA";"M";919,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BANCHETTE";"PANATTONI";"GIORGIO";;"MILANO";"M";1314,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BARONE CANAVESE";"PELLISSIER";"ANDREA";;"TORINO";"M";89,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BARONE CANAVESE";"TOGNOLI";"ALBERTO";;"IVREA";"M";103,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BARONE CANAVESE";"PANATTONI";"GIORGIO";;"MILANO";"M";198,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BOLLENGO";"PELLISSIER";"ANDREA";;"TORINO";"M";332,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BOLLENGO";"TOGNOLI";"ALBERTO";;"IVREA";"M";510,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BOLLENGO";"PANATTONI";"GIORGIO";;"MILANO";"M";451,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BORGIALLO";"PELLISSIER";"ANDREA";;"TORINO";"M";126,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BORGIALLO";"TOGNOLI";"ALBERTO";;"IVREA";"M";90,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BORGIALLO";"PANATTONI";"GIORGIO";;"MILANO";"M";111,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BORGOFRANCO D'IVREA";"PELLISSIER";"ANDREA";;"TORINO";"M";605,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BORGOFRANCO D'IVREA";"TOGNOLI";"ALBERTO";;"IVREA";"M";921,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BORGOFRANCO D'IVREA";"PANATTONI";"GIORGIO";;"MILANO";"M";939,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BORGOMASINO";"PELLISSIER";"ANDREA";;"TORINO";"M";139,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BORGOMASINO";"TOGNOLI";"ALBERTO";;"IVREA";"M";225,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BORGOMASINO";"PANATTONI";"GIORGIO";;"MILANO";"M";156,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BROSSO";"PELLISSIER";"ANDREA";;"TORINO";"M";61,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BROSSO";"TOGNOLI";"ALBERTO";;"IVREA";"M";127,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BROSSO";"PANATTONI";"GIORGIO";;"MILANO";"M";108,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"BUROLO";"PELLISSIER";"ANDREA";;"TORINO";"M";196,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"BUROLO";"TOGNOLI";"ALBERTO";;"IVREA";"M";330,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"BUROLO";"PANATTONI";"GIORGIO";;"MILANO";"M";348,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CANDIA CANAVESE";"PELLISSIER";"ANDREA";;"TORINO";"M";254,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CANDIA CANAVESE";"TOGNOLI";"ALBERTO";;"IVREA";"M";303,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CANDIA CANAVESE";"PANATTONI";"GIORGIO";;"MILANO";"M";393,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CARAVINO";"PELLISSIER";"ANDREA";;"TORINO";"M";177,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CARAVINO";"TOGNOLI";"ALBERTO";;"IVREA";"M";286,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CARAVINO";"PANATTONI";"GIORGIO";;"MILANO";"M";262,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CAREMA";"PELLISSIER";"ANDREA";;"TORINO";"M";183,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CAREMA";"TOGNOLI";"ALBERTO";;"IVREA";"M";158,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CAREMA";"PANATTONI";"GIORGIO";;"MILANO";"M";146,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CASCINETTE D'IVREA";"PELLISSIER";"ANDREA";;"TORINO";"M";221,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CASCINETTE D'IVREA";"TOGNOLI";"ALBERTO";;"IVREA";"M";366,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CASCINETTE D'IVREA";"PANATTONI";"GIORGIO";;"MILANO";"M";486,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CASTELLAMONTE";"PELLISSIER";"ANDREA";;"TORINO";"M";1482,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CASTELLAMONTE";"TOGNOLI";"ALBERTO";;"IVREA";"M";2135,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CASTELLAMONTE";"PANATTONI";"GIORGIO";;"MILANO";"M";2275,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CASTELNUOVO NIGRA";"PELLISSIER";"ANDREA";;"TORINO";"M";90,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CASTELNUOVO NIGRA";"TOGNOLI";"ALBERTO";;"IVREA";"M";110,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CASTELNUOVO NIGRA";"PANATTONI";"GIORGIO";;"MILANO";"M";122,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CHIAVERANO";"PELLISSIER";"ANDREA";;"TORINO";"M";324,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CHIAVERANO";"TOGNOLI";"ALBERTO";;"IVREA";"M";534,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CHIAVERANO";"PANATTONI";"GIORGIO";;"MILANO";"M";669,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CHIESANUOVA";"PELLISSIER";"ANDREA";;"TORINO";"M";30,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CHIESANUOVA";"TOGNOLI";"ALBERTO";;"IVREA";"M";33,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CHIESANUOVA";"PANATTONI";"GIORGIO";;"MILANO";"M";57,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CINTANO";"PELLISSIER";"ANDREA";;"TORINO";"M";60,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CINTANO";"TOGNOLI";"ALBERTO";;"IVREA";"M";50,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CINTANO";"PANATTONI";"GIORGIO";;"MILANO";"M";59,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"COLLERETTO CASTELNUOVO";"PELLISSIER";"ANDREA";;"TORINO";"M";50,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"COLLERETTO CASTELNUOVO";"TOGNOLI";"ALBERTO";;"IVREA";"M";66,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"COLLERETTO CASTELNUOVO";"PANATTONI";"GIORGIO";;"MILANO";"M";90,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"COLLERETTO GIACOSA";"PELLISSIER";"ANDREA";;"TORINO";"M";74,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"COLLERETTO GIACOSA";"TOGNOLI";"ALBERTO";;"IVREA";"M";162,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"COLLERETTO GIACOSA";"PANATTONI";"GIORGIO";;"MILANO";"M";214,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"COSSANO CANAVESE";"PELLISSIER";"ANDREA";;"TORINO";"M";96,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"COSSANO CANAVESE";"TOGNOLI";"ALBERTO";;"IVREA";"M";115,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"COSSANO CANAVESE";"PANATTONI";"GIORGIO";;"MILANO";"M";125,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"CUCEGLIO";"PELLISSIER";"ANDREA";;"TORINO";"M";117,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"CUCEGLIO";"TOGNOLI";"ALBERTO";;"IVREA";"M";258,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"CUCEGLIO";"PANATTONI";"GIORGIO";;"MILANO";"M";246,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"FIORANO CANAVESE";"PELLISSIER";"ANDREA";;"TORINO";"M";181,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"FIORANO CANAVESE";"TOGNOLI";"ALBERTO";;"IVREA";"M";191,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"FIORANO CANAVESE";"PANATTONI";"GIORGIO";;"MILANO";"M";231,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"ISSIGLIO";"PELLISSIER";"ANDREA";;"TORINO";"M";80,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"ISSIGLIO";"TOGNOLI";"ALBERTO";;"IVREA";"M";79,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"ISSIGLIO";"PANATTONI";"GIORGIO";;"MILANO";"M";103,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"IVREA";"PELLISSIER";"ANDREA";;"TORINO";"M";2672,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"IVREA";"TOGNOLI";"ALBERTO";;"IVREA";"M";6411,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"IVREA";"PANATTONI";"GIORGIO";;"MILANO";"M";8645,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"LESSOLO";"PELLISSIER";"ANDREA";;"TORINO";"M";367,00;"LEGA NORD"
"PIEMONTE 1";"Ivrea";"LESSOLO";"TOGNOLI";"ALBERTO";;"IVREA";"M";508,00;"POLO PER LE LIBERTA'"
"PIEMONTE 1";"Ivrea";"LESSOLO";"PANATTONI";"GIORGIO";;"MILANO";"M";457,00;"L'ULIVO"
"PIEMONTE 1";"Ivrea";"LORANZE'";"PELLISSIER";"ANDREA";;"TORINO";"M";192,00;"LEGA NORD"
