"circ";"coll";"comune";"elettoritot";"elettorimaschi";"NUMVOTANTITOTALI";"NUMVOTANTIMASCHI";"VOTIVALIDI";"SKBIANCHE"
"PIEMONTE 2";"Biella";"ANDORNO MICCA";3276,00;;2744,00;;2524,00;106,00
"PIEMONTE 2";"Biella";"BENNA";959,00;;872,00;;796,00;46,00
"PIEMONTE 2";"Biella";"BIELLA";41998,00;;37064,00;;34661,00;894,00
"PIEMONTE 2";"Biella";"BORRIANA";755,00;;664,00;;620,00;21,00
"PIEMONTE 2";"Biella";"CAMBURZANO";1020,00;;894,00;;832,00;29,00
"PIEMONTE 2";"Biella";"CAMPIGLIA CERVO";169,00;;140,00;;135,00;2,00
"PIEMONTE 2";"Biella";"CANDELO";6703,00;;6074,00;;5641,00;172,00
"PIEMONTE 2";"Biella";"CAVAGLIA'";2983,00;;2631,00;;2420,00;100,00
"PIEMONTE 2";"Biella";"CERRIONE";2254,00;;2045,00;;1865,00;82,00
"PIEMONTE 2";"Biella";"DONATO";646,00;;491,00;;425,00;35,00
"PIEMONTE 2";"Biella";"DORZANO";330,00;;287,00;;257,00;22,00
"PIEMONTE 2";"Biella";"GAGLIANICO";3330,00;;3027,00;;2818,00;68,00
"PIEMONTE 2";"Biella";"GRAGLIA";1407,00;;1211,00;;1098,00;47,00
"PIEMONTE 2";"Biella";"MAGNANO";357,00;;293,00;;265,00;10,00
"PIEMONTE 2";"Biella";"MASSAZZA";485,00;;441,00;;397,00;20,00
"PIEMONTE 2";"Biella";"MIAGLIANO";557,00;;484,00;;427,00;27,00
"PIEMONTE 2";"Biella";"MONGRANDO";3395,00;;3026,00;;2810,00;76,00
"PIEMONTE 2";"Biella";"MUZZANO";593,00;;519,00;;476,00;19,00
"PIEMONTE 2";"Biella";"NETRO";901,00;;731,00;;660,00;34,00
"PIEMONTE 2";"Biella";"OCCHIEPPO INFERIORE";3471,00;;3103,00;;2836,00;108,00
"PIEMONTE 2";"Biella";"OCCHIEPPO SUPERIORE";2381,00;;2127,00;;1979,00;64,00
"PIEMONTE 2";"Biella";"PIEDICAVALLO";196,00;;146,00;;136,00;7,00
"PIEMONTE 2";"Biella";"POLLONE";1900,00;;1610,00;;1505,00;53,00
"PIEMONTE 2";"Biella";"PONDERANO";3256,00;;2942,00;;2711,00;99,00
"PIEMONTE 2";"Biella";"PRALUNGO";2436,00;;2074,00;;1891,00;84,00
"PIEMONTE 2";"Biella";"QUITTENGO";222,00;;169,00;;158,00;6,00
"PIEMONTE 2";"Biella";"RONCO BIELLESE";1359,00;;1196,00;;1110,00;36,00
"PIEMONTE 2";"Biella";"ROPPOLO";673,00;;603,00;;543,00;24,00
"PIEMONTE 2";"Biella";"ROSAZZA";96,00;;77,00;;75,00;1,00
"PIEMONTE 2";"Biella";"SAGLIANO MICCA";1637,00;;1336,00;;1251,00;36,00
"PIEMONTE 2";"Biella";"SALA BIELLESE";559,00;;481,00;;454,00;17,00
"PIEMONTE 2";"Biella";"SALUSSOLA";1780,00;;1550,00;;1408,00;76,00
"PIEMONTE 2";"Biella";"SANDIGLIANO";2313,00;;2105,00;;1959,00;72,00
"PIEMONTE 2";"Biella";"SAN PAOLO CERVO";157,00;;106,00;;103,00;2,00
"PIEMONTE 2";"Biella";"SORDEVOLO";1152,00;;1020,00;;939,00;27,00
"PIEMONTE 2";"Biella";"TAVIGLIANO";782,00;;678,00;;620,00;18,00
"PIEMONTE 2";"Biella";"TERNENGO";268,00;;237,00;;221,00;6,00
"PIEMONTE 2";"Biella";"TOLLEGNO";2505,00;;2188,00;;2056,00;47,00
"PIEMONTE 2";"Biella";"TORRAZZO";195,00;;135,00;;123,00;2,00
"PIEMONTE 2";"Biella";"VERRONE";939,00;;854,00;;791,00;18,00
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";160,00;;140,00;;123,00;6,00
"PIEMONTE 2";"Biella";"VIVERONE";1164,00;;1042,00;;931,00;63,00
"PIEMONTE 2";"Biella";"ZIMONE";362,00;;330,00;;298,00;15,00
"PIEMONTE 2";"Biella";"ZUBIENA";1041,00;;885,00;;825,00;17,00
"PIEMONTE 2";"Biella";"ZUMAGLIA";894,00;;800,00;;746,00;25,00
"PIEMONTE 2";"Novara";"BIANDRATE";992,00;;894,00;;815,00;36,00
"PIEMONTE 2";"Novara";"BORGOLAVEZZARO";1601,00;;1421,00;;1326,00;51,00
"PIEMONTE 2";"Novara";"BRIONA";963,00;;882,00;;818,00;37,00
"PIEMONTE 2";"Novara";"CALTIGNAGA";1895,00;;1752,00;;1619,00;123,00
"PIEMONTE 2";"Novara";"CARPIGNANO SESIA";2142,00;;1937,00;;1787,00;150,00
"PIEMONTE 2";"Novara";"CASALBELTRAME";653,00;;597,00;;557,00;19,00
"PIEMONTE 2";"Novara";"CASALEGGIO NOVARA";648,00;;575,00;;521,00;37,00
"PIEMONTE 2";"Novara";"CASALINO";1223,00;;1113,00;;1008,00;41,00
"PIEMONTE 2";"Novara";"CASALVOLONE";697,00;;628,00;;582,00;22,00
"PIEMONTE 2";"Novara";"CASTELLAZZO NOVARESE";242,00;;226,00;;204,00;13,00
"PIEMONTE 2";"Novara";"GARBAGNA NOVARESE";792,00;;713,00;;671,00;17,00
"PIEMONTE 2";"Novara";"GRANOZZO CON MONTICELLO";939,00;;860,00;;783,00;77,00
"PIEMONTE 2";"Novara";"LANDIONA";509,00;;466,00;;397,00;37,00
"PIEMONTE 2";"Novara";"MANDELLO VITTA";240,00;;224,00;;199,00;9,00
"PIEMONTE 2";"Novara";"NIBBIOLA";568,00;;530,00;;492,00;27,00
"PIEMONTE 2";"Novara";"NOVARA";86194,00;;77839,00;;72171,00;1983,00
"PIEMONTE 2";"Novara";"RECETTO";745,00;;680,00;;616,00;46,00
"PIEMONTE 2";"Novara";"SAN NAZZARO SESIA";613,00;;550,00;;491,00;45,00
"PIEMONTE 2";"Novara";"SAN PIETRO MOSEZZO";1429,00;;1329,00;;1233,00;40,00
"PIEMONTE 2";"Novara";"SILLAVENGO";493,00;;452,00;;414,00;24,00
"PIEMONTE 2";"Novara";"TERDOBBIATE";421,00;;390,00;;347,00;24,00
"PIEMONTE 2";"Novara";"TORNACO";729,00;;650,00;;609,00;25,00
"PIEMONTE 2";"Novara";"VESPOLATE";1775,00;;1558,00;;1436,00;60,00
"PIEMONTE 2";"Novara";"VICOLUNGO";718,00;;651,00;;588,00;26,00
"PIEMONTE 2";"Novara";"VINZAGLIO";533,00;;481,00;;423,00;28,00
"PIEMONTE 2";"Trecate";"AGRATE CONTURBIA";950,00;;804,00;;747,00;30,00
"PIEMONTE 2";"Trecate";"BARENGO";788,00;;703,00;;638,00;40,00
"PIEMONTE 2";"Trecate";"BELLINZAGO NOVARESE";6855,00;;6388,00;;5895,00;198,00
"PIEMONTE 2";"Trecate";"BOGOGNO";1006,00;;858,00;;805,00;36,00
"PIEMONTE 2";"Trecate";"BORGO TICINO";2951,00;;2512,00;;2290,00;95,00
"PIEMONTE 2";"Trecate";"CAMERI";7905,00;;7264,00;;6778,00;178,00
"PIEMONTE 2";"Trecate";"CASTELLETTO SOPRA TICINO";7276,00;;6360,00;;5968,00;152,00
"PIEMONTE 2";"Trecate";"CAVAGLIETTO";350,00;;320,00;;300,00;13,00
"PIEMONTE 2";"Trecate";"CAVAGLIO D'AGOGNA";1092,00;;953,00;;878,00;30,00
"PIEMONTE 2";"Trecate";"CERANO";5804,00;;5219,00;;4751,00;201,00
"PIEMONTE 2";"Trecate";"COMIGNAGO";675,00;;600,00;;544,00;29,00
"PIEMONTE 2";"Trecate";"CRESSA";1302,00;;1148,00;;1077,00;41,00
"PIEMONTE 2";"Trecate";"DIVIGNANO";947,00;;835,00;;768,00;29,00
"PIEMONTE 2";"Trecate";"FARA NOVARESE";1775,00;;1625,00;;1497,00;74,00
"PIEMONTE 2";"Trecate";"FONTANETO D'AGOGNA";2124,00;;1848,00;;1712,00;75,00
"PIEMONTE 2";"Trecate";"GALLIATE";11453,00;;9946,00;;9290,00;258,00
"PIEMONTE 2";"Trecate";"GATTICO";2542,00;;2230,00;;2055,00;75,00
"PIEMONTE 2";"Trecate";"GHEMME";3308,00;;2808,00;;2636,00;98,00
"PIEMONTE 2";"Trecate";"MARANO TICINO";1160,00;;1029,00;;928,00;47,00
"PIEMONTE 2";"Trecate";"MEZZOMERICO";723,00;;635,00;;563,00;49,00
"PIEMONTE 2";"Trecate";"MOMO";2361,00;;2095,00;;1981,00;72,00
"PIEMONTE 2";"Trecate";"OLEGGIO";9712,00;;8511,00;;7927,00;232,00
"PIEMONTE 2";"Trecate";"POMBIA";1165,00;;1049,00;;956,00;46,00
"PIEMONTE 2";"Trecate";"ROMENTINO";3566,00;;3190,00;;2954,00;109,00
"PIEMONTE 2";"Trecate";"SIZZANO";1236,00;;1062,00;;979,00;53,00
"PIEMONTE 2";"Trecate";"SOZZAGO";678,00;;583,00;;531,00;23,00
"PIEMONTE 2";"Trecate";"SUNO";2344,00;;2051,00;;1864,00;98,00
"PIEMONTE 2";"Trecate";"TRECATE";13205,00;;11805,00;;10888,00;378,00
"PIEMONTE 2";"Trecate";"VAPRIO D'AGOGNA";818,00;;734,00;;665,00;28,00
"PIEMONTE 2";"Trecate";"VARALLO POMBIA";3621,00;;3184,00;;2950,00;116,00
"PIEMONTE 2";"Trecate";"VERUNO";1228,00;;1191,00;;1092,00;44,00
"PIEMONTE 2";"Borgomanero";"AMENO";834,00;;650,00;;609,00;25,00
"PIEMONTE 2";"Borgomanero";"ARMENO";1958,00;;1535,00;;1428,00;46,00
"PIEMONTE 2";"Borgomanero";"ARONA";13264,00;;11398,00;;10806,00;260,00
"PIEMONTE 2";"Borgomanero";"BOCA";1007,00;;854,00;;779,00;35,00
"PIEMONTE 2";"Borgomanero";"BOLZANO NOVARESE";871,00;;773,00;;713,00;21,00
"PIEMONTE 2";"Borgomanero";"BORGOMANERO";16550,00;;14822,00;;13641,00;425,00
"PIEMONTE 2";"Borgomanero";"BRIGA NOVARESE";2236,00;;1977,00;;1837,00;52,00
"PIEMONTE 2";"Borgomanero";"CAVALLIRIO";910,00;;799,00;;726,00;31,00
"PIEMONTE 2";"Borgomanero";"COLAZZA";342,00;;298,00;;284,00;10,00
"PIEMONTE 2";"Borgomanero";"CUREGGIO";1933,00;;1707,00;;1575,00;49,00
"PIEMONTE 2";"Borgomanero";"DORMELLETTO";2270,00;;2009,00;;1903,00;49,00
"PIEMONTE 2";"Borgomanero";"GARGALLO";1347,00;;1193,00;;1100,00;49,00
"PIEMONTE 2";"Borgomanero";"GOZZANO";5168,00;;4550,00;;4262,00;107,00
"PIEMONTE 2";"Borgomanero";"GRIGNASCO";4078,00;;3512,00;;3238,00;138,00
"PIEMONTE 2";"Borgomanero";"INVORIO";3074,00;;2628,00;;2426,00;89,00
"PIEMONTE 2";"Borgomanero";"LESA";2002,00;;1731,00;;1625,00;67,00
"PIEMONTE 2";"Borgomanero";"MAGGIORA";1440,00;;1184,00;;1097,00;42,00
"PIEMONTE 2";"Borgomanero";"MASSINO VISCONTI";884,00;;775,00;;725,00;35,00
"PIEMONTE 2";"Borgomanero";"MEINA";1796,00;;1579,00;;1501,00;38,00
"PIEMONTE 2";"Borgomanero";"MIASINO";872,00;;655,00;;618,00;15,00
"PIEMONTE 2";"Borgomanero";"NEBBIUNO";1252,00;;1028,00;;968,00;38,00
"PIEMONTE 2";"Borgomanero";"OLEGGIO CASTELLO";1256,00;;1093,00;;1013,00;37,00
"PIEMONTE 2";"Borgomanero";"ORTA SAN GIULIO";933,00;;804,00;;746,00;34,00
"PIEMONTE 2";"Borgomanero";"PARUZZARO";1283,00;;1065,00;;987,00;32,00
"PIEMONTE 2";"Borgomanero";"PELLA";949,00;;830,00;;752,00;46,00
"PIEMONTE 2";"Borgomanero";"PETTENASCO";1140,00;;975,00;;922,00;17,00
"PIEMONTE 2";"Borgomanero";"PISANO";578,00;;491,00;;456,00;17,00
"PIEMONTE 2";"Borgomanero";"POGNO";1264,00;;1070,00;;975,00;51,00
"PIEMONTE 2";"Borgomanero";"PRATO SESIA";1656,00;;1458,00;;1350,00;52,00
"PIEMONTE 2";"Borgomanero";"ROMAGNANO SESIA";3766,00;;3338,00;;3070,00;116,00
"PIEMONTE 2";"Borgomanero";"SAN MAURIZIO D'OPAGLIO";2465,00;;2208,00;;2071,00;59,00
"PIEMONTE 2";"Borgomanero";"SORISO";632,00;;576,00;;532,00;23,00
"PIEMONTE 2";"Borgomanero";"AROLA";276,00;;182,00;;150,00;14,00
"PIEMONTE 2";"Borgomanero";"CASALE CORTE CERRO";2729,00;;2365,00;;2199,00;61,00
"PIEMONTE 2";"Borgomanero";"CESARA";550,00;;432,00;;400,00;14,00
"PIEMONTE 2";"Borgomanero";"GERMAGNO";156,00;;149,00;;137,00;5,00
"PIEMONTE 2";"Borgomanero";"GRAVELLONA TOCE";6599,00;;5604,00;;5197,00;171,00
"PIEMONTE 2";"Borgomanero";"LOREGLIA";291,00;;224,00;;202,00;6,00
"PIEMONTE 2";"Borgomanero";"MADONNA DEL SASSO";368,00;;298,00;;265,00;13,00
"PIEMONTE 2";"Borgomanero";"MASSIOLA";169,00;;136,00;;126,00;2,00
"PIEMONTE 2";"Borgomanero";"NONIO";739,00;;636,00;;600,00;15,00
"PIEMONTE 2";"Borgomanero";"OMEGNA";13415,00;;11594,00;;10921,00;254,00
"PIEMONTE 2";"Borgomanero";"QUARNA SOPRA";272,00;;215,00;;196,00;5,00
"PIEMONTE 2";"Borgomanero";"QUARNA SOTTO";404,00;;323,00;;297,00;11,00
"PIEMONTE 2";"Borgomanero";"VALSTRONA";1134,00;;909,00;;828,00;44,00
"PIEMONTE 2";"Verbania";"ANTRONA SCHIERANCO";508,00;;440,00;;416,00;15,00
"PIEMONTE 2";"Verbania";"ANZOLA D'OSSOLA";381,00;;329,00;;300,00;14,00
"PIEMONTE 2";"Verbania";"ARIZZANO";1648,00;;1415,00;;1362,00;23,00
"PIEMONTE 2";"Verbania";"AURANO";153,00;;90,00;;87,00;1,00
"PIEMONTE 2";"Verbania";"BACENO";883,00;;721,00;;678,00;19,00
"PIEMONTE 2";"Verbania";"BANNIO ANZINO";580,00;;426,00;;385,00;16,00
"PIEMONTE 2";"Verbania";"BAVENO";4030,00;;3348,00;;3177,00;77,00
"PIEMONTE 2";"Verbania";"BEE";527,00;;439,00;;425,00;7,00
"PIEMONTE 2";"Verbania";"BELGIRATE";449,00;;382,00;;359,00;11,00
"PIEMONTE 2";"Verbania";"BEURA-CARDEZZA";1257,00;;1019,00;;940,00;47,00
"PIEMONTE 2";"Verbania";"BOGNANCO";346,00;;269,00;;237,00;7,00
"PIEMONTE 2";"Verbania";"BROVELLO-CARPUGNINO";407,00;;349,00;;337,00;6,00
"PIEMONTE 2";"Verbania";"CALASCA-CASTIGLIONE";778,00;;579,00;;540,00;15,00
"PIEMONTE 2";"Verbania";"CAMBIASCA";1337,00;;1308,00;;1213,00;36,00
"PIEMONTE 2";"Verbania";"CANNERO RIVIERA";1122,00;;802,00;;762,00;22,00
"PIEMONTE 2";"Verbania";"CANNOBIO";4760,00;;3710,00;;3458,00;94,00
"PIEMONTE 2";"Verbania";"CAPREZZO";170,00;;136,00;;124,00;6,00
"PIEMONTE 2";"Verbania";"CAVAGLIO-SPOCCIA";306,00;;243,00;;215,00;7,00
"PIEMONTE 2";"Verbania";"CEPPO MORELLI";400,00;;274,00;;250,00;12,00
"PIEMONTE 2";"Verbania";"COSSOGNO";528,00;;429,00;;409,00;5,00
"PIEMONTE 2";"Verbania";"CRAVEGGIA";681,00;;553,00;;509,00;19,00
"PIEMONTE 2";"Verbania";"CREVOLADOSSOLA";4029,00;;3376,00;;3179,00;102,00
"PIEMONTE 2";"Verbania";"CRODO";1358,00;;1131,00;;1075,00;31,00
"PIEMONTE 2";"Verbania";"CURSOLO-ORASSO";177,00;;110,00;;104,00;3,00
"PIEMONTE 2";"Verbania";"DOMODOSSOLA";17110,00;;14283,00;;13402,00;356,00
"PIEMONTE 2";"Verbania";"DRUOGNO";829,00;;692,00;;647,00;11,00
"PIEMONTE 2";"Verbania";"FALMENTA";317,00;;180,00;;166,00;5,00
"PIEMONTE 2";"Verbania";"FORMAZZA";383,00;;324,00;;313,00;2,00
"PIEMONTE 2";"Verbania";"GHIFFA";2177,00;;1855,00;;1768,00;41,00
"PIEMONTE 2";"Verbania";"GIGNESE";789,00;;662,00;;625,00;16,00
"PIEMONTE 2";"Verbania";"GURRO";449,00;;300,00;;279,00;12,00
"PIEMONTE 2";"Verbania";"INTRAGNA";136,00;;90,00;;87,00;2,00
"PIEMONTE 2";"Verbania";"MACUGNAGA";584,00;;458,00;;435,00;8,00
"PIEMONTE 2";"Verbania";"MALESCO";1302,00;;1125,00;;1050,00;17,00
"PIEMONTE 2";"Verbania";"MASERA";1244,00;;1026,00;;974,00;28,00
"PIEMONTE 2";"Verbania";"MERGOZZO";1847,00;;1513,00;;1425,00;43,00
"PIEMONTE 2";"Verbania";"MIAZZINA";348,00;;293,00;;275,00;9,00
"PIEMONTE 2";"Verbania";"MONTECRESTESE";1105,00;;893,00;;850,00;20,00
"PIEMONTE 2";"Verbania";"MONTESCHENO";427,00;;347,00;;319,00;14,00
"PIEMONTE 2";"Verbania";"OGGEBBIO";822,00;;811,00;;783,00;17,00
"PIEMONTE 2";"Verbania";"ORNAVASSO";2899,00;;2390,00;;2250,00;57,00
"PIEMONTE 2";"Verbania";"PALLANZENO";1061,00;;891,00;;838,00;24,00
"PIEMONTE 2";"Verbania";"PIEDIMULERA";1548,00;;1281,00;;1200,00;40,00
"PIEMONTE 2";"Verbania";"PIEVE VERGONTE";2507,00;;2090,00;;1976,00;61,00
"PIEMONTE 2";"Verbania";"PREMENO";691,00;;575,00;;545,00;9,00
"PIEMONTE 2";"Verbania";"PREMIA";533,00;;433,00;;424,00;6,00
"PIEMONTE 2";"Verbania";"PREMOSELLO-CHIOVENDA";1859,00;;1520,00;;1396,00;52,00
"PIEMONTE 2";"Verbania";"RE";738,00;;602,00;;522,00;30,00
"PIEMONTE 2";"Verbania";"SAN BERNARDINO VERBANO";1004,00;;797,00;;752,00;26,00
"PIEMONTE 2";"Verbania";"SANTA MARIA MAGGIORE";1170,00;;935,00;;876,00;30,00
"PIEMONTE 2";"Verbania";"SEPPIANA";179,00;;155,00;;145,00;6,00
"PIEMONTE 2";"Verbania";"STRESA";4350,00;;3618,00;;3434,00;89,00
"PIEMONTE 2";"Verbania";"TOCENO";616,00;;520,00;;482,00;12,00
"PIEMONTE 2";"Verbania";"TRAREGO VIGGIONA";410,00;;328,00;;302,00;10,00
"PIEMONTE 2";"Verbania";"TRASQUERA";321,00;;234,00;;221,00;13,00
"PIEMONTE 2";"Verbania";"TRONTANO";1502,00;;1290,00;;1209,00;31,00
"PIEMONTE 2";"Verbania";"VANZONE CON SAN CARLO";454,00;;334,00;;322,00;9,00
"PIEMONTE 2";"Verbania";"VARZO";2216,00;;1696,00;;1621,00;34,00
"PIEMONTE 2";"Verbania";"VERBANIA";26983,00;;23030,00;;21855,00;454,00
"PIEMONTE 2";"Verbania";"VIGANELLA";173,00;;154,00;;145,00;3,00
"PIEMONTE 2";"Verbania";"VIGNONE";884,00;;753,00;;725,00;10,00
"PIEMONTE 2";"Verbania";"VILLADOSSOLA";6425,00;;5407,00;;5119,00;84,00
"PIEMONTE 2";"Verbania";"VILLETTE";223,00;;175,00;;156,00;5,00
"PIEMONTE 2";"Verbania";"VOGOGNA";1565,00;;1282,00;;1191,00;37,00
"LOMBARDIA 1";"Milano 1";"MILANO";112496,00;;92969,00;;89530,00;1287,00
"LOMBARDIA 1";"Milano 2";"MILANO";107879,00;;90952,00;;87009,00;1660,00
"LOMBARDIA 1";"Milano 3";"MILANO";105522,00;;88839,00;;84731,00;1737,00
"LOMBARDIA 1";"Milano 4";"MILANO";96948,00;;82346,00;;79289,00;1231,00
"LOMBARDIA 1";"Milano 5";"MILANO";108656,00;;92099,00;;87798,00;1755,00
"LOMBARDIA 1";"Milano 6";"MILANO";104221,00;;89338,00;;85834,00;1421,00
"LOMBARDIA 1";"Milano 7";"MILANO";106272,00;;92062,00;;87603,00;1850,00
"LOMBARDIA 1";"Milano 8";"MILANO";107221,00;;93297,00;;88513,00;1844,00
"LOMBARDIA 1";"Milano 9";"MILANO";102405,00;;90310,00;;85651,00;1770,00
"LOMBARDIA 1";"Milano 10";"MILANO";102490,00;;87548,00;;82962,00;1884,00
"LOMBARDIA 1";"Milano 11";"MILANO";101879,00;;89646,00;;85525,00;1623,00
"LOMBARDIA 1";"Rozzano";"BASIGLIO";5318,00;;4766,00;;4612,00;60,00
"LOMBARDIA 1";"Rozzano";"BINASCO";5528,00;;5059,00;;4783,00;113,00
"LOMBARDIA 1";"Rozzano";"BUBBIANO";871,00;;803,00;;765,00;14,00
"LOMBARDIA 1";"Rozzano";"CALVIGNASCO";736,00;;658,00;;620,00;22,00
"LOMBARDIA 1";"Rozzano";"CARPIANO";1840,00;;1651,00;;1553,00;47,00
"LOMBARDIA 1";"Rozzano";"CASARILE";2272,00;;2075,00;;1927,00;67,00
"LOMBARDIA 1";"Rozzano";"LACCHIARELLA";6145,00;;5631,00;;5285,00;123,00
"LOMBARDIA 1";"Rozzano";"LOCATE DI TRIULZI";6844,00;;6282,00;;5974,00;126,00
"LOMBARDIA 1";"Rozzano";"NOVIGLIO";1951,00;;1822,00;;1730,00;53,00
"LOMBARDIA 1";"Rozzano";"OPERA";11020,00;;10042,00;;9641,00;172,00
"LOMBARDIA 1";"Rozzano";"PIEVE EMANUELE";12616,00;;11352,00;;10712,00;215,00
"LOMBARDIA 1";"Rozzano";"ROZZANO";31413,00;;27736,00;;26090,00;664,00
"LOMBARDIA 1";"Rozzano";"VERNATE";1801,00;;1651,00;;1571,00;38,00
"LOMBARDIA 1";"Rozzano";"ZIBIDO SAN GIACOMO";4039,00;;3633,00;;3436,00;77,00
"LOMBARDIA 1";"Corsico";"ASSAGO";5313,00;;4955,00;;4766,00;89,00
"LOMBARDIA 1";"Corsico";"BUCCINASCO";18458,00;;16969,00;;16205,00;320,00
"LOMBARDIA 1";"Corsico";"CESANO BOSCONE";20864,00;;18582,00;;17537,00;397,00
"LOMBARDIA 1";"Corsico";"CISLIANO";2690,00;;2487,00;;2362,00;64,00
"LOMBARDIA 1";"Corsico";"CORSICO";31261,00;;27576,00;;26057,00;662,00
"LOMBARDIA 1";"Corsico";"CUSAGO";2100,00;;1947,00;;1858,00;41,00
"LOMBARDIA 1";"Corsico";"GAGGIANO";6677,00;;6165,00;;5879,00;118,00
"LOMBARDIA 1";"Corsico";"TREZZANO SUL NAVIGLIO";16074,00;;14478,00;;13807,00;261,00
"LOMBARDIA 1";"Abbiategrasso";"ABBIATEGRASSO";22963,00;;20316,00;;19256,00;498,00
"LOMBARDIA 1";"Abbiategrasso";"ALBAIRATE";3031,00;;2748,00;;2597,00;84,00
"LOMBARDIA 1";"Abbiategrasso";"BAREGGIO";12398,00;;11168,00;;10536,00;270,00
"LOMBARDIA 1";"Abbiategrasso";"BESATE";1302,00;;1197,00;;1134,00;35,00
"LOMBARDIA 1";"Abbiategrasso";"CASSINETTA DI LUGAGNANO";1057,00;;951,00;;897,00;26,00
"LOMBARDIA 1";"Abbiategrasso";"CORBETTA";11287,00;;10122,00;;9473,00;288,00
"LOMBARDIA 1";"Abbiategrasso";"GUDO VISCONTI";1016,00;;962,00;;922,00;15,00
"LOMBARDIA 1";"Abbiategrasso";"MAGENTA";19654,00;;17799,00;;16769,00;486,00
"LOMBARDIA 1";"Abbiategrasso";"MORIMONDO";961,00;;888,00;;814,00;29,00
"LOMBARDIA 1";"Abbiategrasso";"MOTTA VISCONTI";4803,00;;4458,00;;4221,00;104,00
"LOMBARDIA 1";"Abbiategrasso";"OZZERO";1115,00;;1016,00;;960,00;24,00
"LOMBARDIA 1";"Abbiategrasso";"ROBECCO SUL NAVIGLIO";4556,00;;4208,00;;3993,00;97,00
"LOMBARDIA 1";"Abbiategrasso";"ROSATE";3419,00;;3178,00;;3048,00;67,00
"LOMBARDIA 1";"Abbiategrasso";"SEDRIANO";7752,00;;6926,00;;6473,00;197,00
"LOMBARDIA 1";"Abbiategrasso";"VERMEZZO";1944,00;;1803,00;;1724,00;30,00
"LOMBARDIA 1";"Abbiategrasso";"VITTUONE";6085,00;;5556,00;;5285,00;124,00
"LOMBARDIA 1";"Abbiategrasso";"ZELO SURRIGONE";734,00;;678,00;;642,00;17,00
"LOMBARDIA 1";"Busto Garolfo";"ARCONATE";4169,00;;3775,00;;3583,00;85,00
"LOMBARDIA 1";"Busto Garolfo";"ARLUNO";7442,00;;6864,00;;6515,00;155,00
"LOMBARDIA 1";"Busto Garolfo";"BERNATE TICINO";2344,00;;2150,00;;2022,00;82,00
"LOMBARDIA 1";"Busto Garolfo";"BOFFALORA SOPRA TICINO";3472,00;;3231,00;;3026,00;106,00
"LOMBARDIA 1";"Busto Garolfo";"BUSCATE";3566,00;;3220,00;;3042,00;85,00
"LOMBARDIA 1";"Busto Garolfo";"BUSTO GAROLFO";10055,00;;9189,00;;8661,00;223,00
"LOMBARDIA 1";"Busto Garolfo";"CASOREZZO";3703,00;;3387,00;;3225,00;75,00
"LOMBARDIA 1";"Busto Garolfo";"CASTANO PRIMO";8148,00;;7284,00;;6874,00;162,00
"LOMBARDIA 1";"Busto Garolfo";"CUGGIONO";6027,00;;5677,00;;5364,00;132,00
"LOMBARDIA 1";"Busto Garolfo";"DAIRAGO";3662,00;;3347,00;;3162,00;96,00
"LOMBARDIA 1";"Busto Garolfo";"INVERUNO";6903,00;;6362,00;;6057,00;116,00
"LOMBARDIA 1";"Busto Garolfo";"MAGNAGO";6110,00;;5522,00;;5193,00;151,00
"LOMBARDIA 1";"Busto Garolfo";"MARCALLO CON CASONE";4379,00;;3955,00;;3746,00;93,00
"LOMBARDIA 1";"Busto Garolfo";"MESERO";2700,00;;2510,00;;2366,00;56,00
"LOMBARDIA 1";"Busto Garolfo";"NOSATE";541,00;;492,00;;467,00;16,00
"LOMBARDIA 1";"Busto Garolfo";"OSSONA";2976,00;;2718,00;;2565,00;63,00
"LOMBARDIA 1";"Busto Garolfo";"ROBECCHETTO CON INDUNO";3437,00;;3131,00;;2991,00;71,00
"LOMBARDIA 1";"Busto Garolfo";"SANTO STEFANO TICINO";3004,00;;2738,00;;2578,00;66,00
"LOMBARDIA 1";"Busto Garolfo";"TURBIGO";6085,00;;5537,00;;5213,00;144,00
"LOMBARDIA 1";"Busto Garolfo";"VANZAGHELLO";3897,00;;3525,00;;3357,00;75,00
"LOMBARDIA 1";"Busto Garolfo";"VILLA CORTESE";4931,00;;4558,00;;4297,00;95,00
"LOMBARDIA 1";"Legnano";"CANEGRATE";9622,00;;8743,00;;8242,00;220,00
"LOMBARDIA 1";"Legnano";"CERRO MAGGIORE";11848,00;;10699,00;;10048,00;264,00
"LOMBARDIA 1";"Legnano";"LEGNANO";44434,00;;40047,00;;38161,00;745,00
"LOMBARDIA 1";"Legnano";"PARABIAGO";19856,00;;17758,00;;16852,00;373,00
"LOMBARDIA 1";"Legnano";"RESCALDINA";10237,00;;9201,00;;8603,00;237,00
"LOMBARDIA 1";"Legnano";"SAN GIORGIO SU LEGNANO";5250,00;;4779,00;;4538,00;114,00
"LOMBARDIA 1";"Legnano";"SAN VITTORE OLONA";5812,00;;5336,00;;5100,00;91,00
"LOMBARDIA 1";"Rho";"CORNAREDO";15789,00;;14362,00;;13662,00;279,00
"LOMBARDIA 1";"Rho";"NERVIANO";13664,00;;12316,00;;11741,00;242,00
"LOMBARDIA 1";"Rho";"PERO";8836,00;;7939,00;;7481,00;205,00
