"circ";"coll";"comune";"elettoritot";"elettorimaschi";"NUMVOTANTITOTALI";"NUMVOTANTIMASCHI";"VOTIVALIDI";"SKBIANCHE"
"PUGLIA";"Galatina";"LIZZANELLO";7579,00;;6495,00;;5771,00;351,00
"PUGLIA";"Galatina";"MARTIGNANO";1521,00;;1303,00;;1194,00;81,00
"PUGLIA";"Galatina";"SAN DONATO DI LECCE";4668,00;;3939,00;;3560,00;189,00
"PUGLIA";"Galatina";"SOGLIANO CAVOUR";3558,00;;2851,00;;2607,00;140,00
"PUGLIA";"Galatina";"SOLETO";4467,00;;3678,00;;3299,00;204,00
"PUGLIA";"Galatina";"STERNATIA";2293,00;;1946,00;;1776,00;97,00
"PUGLIA";"Galatina";"ZOLLINO";1986,00;;1543,00;;1435,00;64,00
"PUGLIA";"Taranto - Solito Corvisea";"STATTE";11606,00;;9531,00;;8779,00;357,00
"PUGLIA";"Taranto - Solito Corvisea";"parte del comune di Taranto";82721,00;;68864,00;;64814,00;1716,00
"PUGLIA";"Taranto - Italia - Monte Granaro";"TARANTO";95387,00;;77637,00;;73974,00;1425,00
"PUGLIA";"Manduria";"AVETRANA";6340,00;;4525,00;;3978,00;222,00
"PUGLIA";"Manduria";"FAGGIANO";2770,00;;2370,00;;2037,00;235,00
"PUGLIA";"Manduria";"FRAGAGNANO";4856,00;;3754,00;;3333,00;235,00
"PUGLIA";"Manduria";"LEPORANO";4592,00;;3807,00;;3583,00;103,00
"PUGLIA";"Manduria";"LIZZANO";8101,00;;6531,00;;5787,00;368,00
"PUGLIA";"Manduria";"MANDURIA";25864,00;;21400,00;;18608,00;1061,00
"PUGLIA";"Manduria";"MARUGGIO";4545,00;;3713,00;;3228,00;231,00
"PUGLIA";"Manduria";"PULSANO";8280,00;;6834,00;;6255,00;318,00
"PUGLIA";"Manduria";"SAN MARZANO DI SAN GIUSEPPE";6805,00;;5519,00;;4677,00;458,00
"PUGLIA";"Manduria";"SAVA";14624,00;;10401,00;;9140,00;666,00
"PUGLIA";"Manduria";"TORRICELLA";3432,00;;2917,00;;2595,00;169,00
"PUGLIA";"Martina Franca";"CAROSINO";4818,00;;4037,00;;3759,00;157,00
"PUGLIA";"Martina Franca";"CRISPIANO";10598,00;;8571,00;;7898,00;323,00
"PUGLIA";"Martina Franca";"GROTTAGLIE";24990,00;;20207,00;;18724,00;750,00
"PUGLIA";"Martina Franca";"MARTINA FRANCA";38442,00;;32231,00;;28001,00;1885,00
"PUGLIA";"Martina Franca";"MONTEIASI";4217,00;;3468,00;;3090,00;157,00
"PUGLIA";"Martina Franca";"MONTEMESOLA";3537,00;;2923,00;;2497,00;259,00
"PUGLIA";"Martina Franca";"MONTEPARANO";2047,00;;1757,00;;1562,00;117,00
"PUGLIA";"Martina Franca";"ROCCAFORZATA";1298,00;;1154,00;;1034,00;62,00
"PUGLIA";"Martina Franca";"SAN GIORGIO IONICO";11753,00;;9536,00;;8874,00;308,00
"PUGLIA";"Massafra";"CASTELLANETA";13934,00;;12290,00;;11044,00;470,00
"PUGLIA";"Massafra";"GINOSA";17953,00;;14048,00;;12471,00;547,00
"PUGLIA";"Massafra";"LATERZA";11718,00;;9457,00;;8393,00;387,00
"PUGLIA";"Massafra";"MASSAFRA";23751,00;;19905,00;;17502,00;1099,00
"PUGLIA";"Massafra";"MOTTOLA";13413,00;;11463,00;;10232,00;577,00
"PUGLIA";"Massafra";"PALAGIANELLO";5568,00;;4927,00;;4490,00;227,00
"PUGLIA";"Massafra";"PALAGIANO";11633,00;;10217,00;;9169,00;445,00
"PUGLIA";"Bari - S. Paolo - Stanic";"BARI";99956,00;;78720,00;;72316,00;2338,00
"PUGLIA";"Bari - Liberta' Marconi";"BARI";107648,00;;86058,00;;79862,00;2417,00
"PUGLIA";"Bari - Mola di Bari";"BARI";78934,00;;64147,00;;59800,00;1599,00
"PUGLIA";"Bari - Mola di Bari";"MOLA DI BARI";23416,00;;14878,00;;13353,00;815,00
"PUGLIA";"Barletta";"BARLETTA";69520,00;;53798,00;;49173,00;1985,00
"PUGLIA";"Barletta";"CANOSA DI PUGLIA";25675,00;;17087,00;;15114,00;636,00
"PUGLIA";"Andria";"ANDRIA";70843,00;;56035,00;;50663,00;2753,00
"PUGLIA";"Andria";"MINERVINO MURGE";9259,00;;6666,00;;5723,00;330,00
"PUGLIA";"Andria";"SPINAZZOLA";6146,00;;4934,00;;4426,00;223,00
"PUGLIA";"Trani";"CORATO";38359,00;;27215,00;;25163,00;891,00
"PUGLIA";"Trani";"RUVO DI PUGLIA";20385,00;;16444,00;;15032,00;640,00
"PUGLIA";"Trani";"TRANI";41628,00;;33499,00;;30413,00;1335,00
"PUGLIA";"Molfetta";"BISCEGLIE";40814,00;;29720,00;;27277,00;886,00
"PUGLIA";"Molfetta";"MOLFETTA";53887,00;;35313,00;;32759,00;964,00
"PUGLIA";"Bitonto";"BITONTO";41815,00;;33182,00;;29365,00;1254,00
"PUGLIA";"Bitonto";"GIOVINAZZO";17959,00;;13342,00;;12167,00;481,00
"PUGLIA";"Bitonto";"PALO DEL COLLE";17128,00;;11603,00;;10371,00;486,00
"PUGLIA";"Bitonto";"TERLIZZI";21206,00;;16949,00;;15511,00;585,00
"PUGLIA";"Altamura";"ALTAMURA";44723,00;;35560,00;;31569,00;1395,00
"PUGLIA";"Altamura";"GRAVINA IN PUGLIA";31031,00;;23625,00;;20633,00;788,00
"PUGLIA";"Altamura";"POGGIORSINI";1126,00;;943,00;;887,00;21,00
"PUGLIA";"Altamura";"SANTERAMO IN COLLE";21025,00;;16528,00;;14655,00;754,00
"PUGLIA";"Modugno";"ADELFIA";13253,00;;9974,00;;9009,00;344,00
"PUGLIA";"Modugno";"BINETTO";1394,00;;1101,00;;977,00;52,00
"PUGLIA";"Modugno";"BITETTO";7872,00;;6010,00;;5382,00;220,00
"PUGLIA";"Modugno";"BITRITTO";8253,00;;5898,00;;5454,00;190,00
"PUGLIA";"Modugno";"GRUMO APPULA";10893,00;;7322,00;;6576,00;345,00
"PUGLIA";"Modugno";"MODUGNO";29970,00;;23836,00;;21862,00;643,00
"PUGLIA";"Modugno";"SANNICANDRO DI BARI";8706,00;;5548,00;;5131,00;158,00
"PUGLIA";"Modugno";"TORITTO";7887,00;;5249,00;;4899,00;177,00
"PUGLIA";"Modugno";"VALENZANO";13895,00;;10258,00;;9454,00;332,00
"PUGLIA";"Triggiano";"ACQUAVIVA DELLE FONTI";17229,00;;14497,00;;13150,00;602,00
"PUGLIA";"Triggiano";"CAPURSO";11356,00;;8176,00;;7469,00;272,00
"PUGLIA";"Triggiano";"CASAMASSIMA";12922,00;;9628,00;;8692,00;359,00
"PUGLIA";"Triggiano";"CASSANO DELLE MURGE";9441,00;;7501,00;;6786,00;341,00
"PUGLIA";"Triggiano";"CELLAMARE";2991,00;;2497,00;;2331,00;65,00
"PUGLIA";"Triggiano";"NOICATTARO";17230,00;;13660,00;;12464,00;453,00
"PUGLIA";"Triggiano";"SAMMICHELE DI BARI";6839,00;;4926,00;;4458,00;205,00
"PUGLIA";"Triggiano";"TRIGGIANO";22441,00;;15397,00;;14036,00;497,00
"PUGLIA";"Triggiano";"TURI";9852,00;;6647,00;;5861,00;295,00
"PUGLIA";"Putignano";"CASTELLANA GROTTE";15051,00;;12165,00;;11076,00;571,00
"PUGLIA";"Putignano";"CONVERSANO";19915,00;;15023,00;;13486,00;606,00
"PUGLIA";"Putignano";"GIOIA DEL COLLE";23121,00;;19387,00;;17425,00;879,00
"PUGLIA";"Putignano";"POLIGNANO A MARE";14097,00;;10991,00;;9949,00;484,00
"PUGLIA";"Putignano";"PUTIGNANO";23393,00;;19099,00;;17076,00;838,00
"PUGLIA";"Putignano";"RUTIGLIANO";13769,00;;10324,00;;9176,00;565,00
"PUGLIA";"Monopoli";"ALBEROBELLO";9089,00;;7390,00;;6508,00;424,00
"PUGLIA";"Monopoli";"LOCOROTONDO";11086,00;;9501,00;;8425,00;573,00
"PUGLIA";"Monopoli";"MONOPOLI";39993,00;;31170,00;;28489,00;1373,00
"PUGLIA";"Monopoli";"NOCI";16147,00;;12900,00;;11667,00;512,00
"PUGLIA";"Monopoli";"FASANO";31409,00;;25161,00;;22553,00;1317,00
"PUGLIA";"Brindisi";"BRINDISI";74239,00;;59920,00;;55057,00;2139,00
"PUGLIA";"Brindisi";"SAN PIETRO VERNOTICO";13117,00;;9997,00;;8819,00;590,00
"PUGLIA";"Brindisi";"TORCHIAROLO";4280,00;;3432,00;;2924,00;246,00
"PUGLIA";"Mesagne";"CELLINO SAN MARCO";6103,00;;4707,00;;4108,00;274,00
"PUGLIA";"Mesagne";"ERCHIE";7028,00;;5290,00;;4655,00;282,00
"PUGLIA";"Mesagne";"LATIANO";12733,00;;10380,00;;9148,00;548,00
"PUGLIA";"Mesagne";"MESAGNE";25262,00;;19491,00;;17894,00;636,00
"PUGLIA";"Mesagne";"ORIA";12230,00;;9779,00;;8283,00;656,00
"PUGLIA";"Mesagne";"SAN DONACI";6067,00;;4506,00;;3872,00;288,00
"PUGLIA";"Mesagne";"SAN PANCRAZIO SALENTINO";8789,00;;6923,00;;6163,00;327,00
"PUGLIA";"Mesagne";"SAN VITO DEI NORMANNI";18440,00;;14044,00;;12159,00;809,00
"PUGLIA";"Mesagne";"TORRE SANTA SUSANNA";8527,00;;6778,00;;5926,00;397,00
"PUGLIA";"Francavilla Fontana";"CAROVIGNO";12375,00;;9986,00;;8276,00;761,00
"PUGLIA";"Francavilla Fontana";"CEGLIE MESSAPICA";18637,00;;13254,00;;11135,00;1177,00
"PUGLIA";"Francavilla Fontana";"CISTERNINO";10928,00;;8451,00;;7594,00;416,00
"PUGLIA";"Francavilla Fontana";"FRANCAVILLA FONTANA";27841,00;;23387,00;;20900,00;1304,00
"PUGLIA";"Francavilla Fontana";"OSTUNI";27306,00;;22365,00;;19485,00;1220,00
"PUGLIA";"Francavilla Fontana";"SAN MICHELE SALENTINO";5492,00;;4244,00;;3603,00;356,00
"PUGLIA";"Francavilla Fontana";"VILLA CASTELLI";6382,00;;5305,00;;4199,00;649,00
"BASILICATA";"Potenza";"ABRIOLA";1819,00;;1268,00;;1116,00;76,00
"BASILICATA";"Potenza";"ALBANO DI LUCANIA";1464,00;;1119,00;;929,00;99,00
"BASILICATA";"Potenza";"ANZI";1874,00;;1300,00;;1121,00;89,00
"BASILICATA";"Potenza";"AVIGLIANO";9658,00;;8201,00;;7349,00;384,00
"BASILICATA";"Potenza";"BALVANO";1844,00;;1306,00;;1098,00;106,00
"BASILICATA";"Potenza";"BARAGIANO";2369,00;;1807,00;;1584,00;88,00
"BASILICATA";"Potenza";"BELLA";5278,00;;3552,00;;2971,00;297,00
"BASILICATA";"Potenza";"BRINDISI MONTAGNA";822,00;;615,00;;512,00;58,00
"BASILICATA";"Potenza";"CAMPOMAGGIORE";947,00;;676,00;;551,00;55,00
"BASILICATA";"Potenza";"CASTELMEZZANO";1126,00;;602,00;;456,00;69,00
"BASILICATA";"Potenza";"PICERNO";5549,00;;3790,00;;3474,00;194,00
"BASILICATA";"Potenza";"PIETRAPERTOSA";1330,00;;826,00;;708,00;72,00
"BASILICATA";"Potenza";"PIGNOLA";4063,00;;3114,00;;2809,00;129,00
"BASILICATA";"Potenza";"POTENZA";55893,00;;47520,00;;41776,00;1957,00
"BASILICATA";"Potenza";"RUOTI";3465,00;;2417,00;;2125,00;144,00
"BASILICATA";"Potenza";"SAN CHIRICO NUOVO";1650,00;;1154,00;;932,00;103,00
"BASILICATA";"Potenza";"SANT'ANGELO LE FRATTE";1352,00;;971,00;;826,00;85,00
"BASILICATA";"Potenza";"SAVOIA DI LUCANIA";1300,00;;782,00;;659,00;85,00
"BASILICATA";"Potenza";"TITO";4856,00;;3904,00;;3459,00;247,00
"BASILICATA";"Potenza";"TOLVE";3348,00;;2371,00;;1982,00;171,00
"BASILICATA";"Potenza";"TRIVIGNO";767,00;;576,00;;499,00;38,00
"BASILICATA";"Potenza";"VAGLIO BASILICATA";2179,00;;1598,00;;1405,00;81,00
"BASILICATA";"Potenza";"VIETRI DI POTENZA";3157,00;;2011,00;;1786,00;126,00
"BASILICATA";"Melfi";"ACERENZA";3042,00;;1989,00;;1707,00;178,00
"BASILICATA";"Melfi";"ATELLA";3565,00;;2399,00;;2046,00;199,00
"BASILICATA";"Melfi";"BANZI";1607,00;;1107,00;;965,00;80,00
"BASILICATA";"Melfi";"BARILE";2594,00;;1928,00;;1666,00;138,00
"BASILICATA";"Melfi";"CANCELLARA";1520,00;;1093,00;;878,00;118,00
"BASILICATA";"Melfi";"CASTELGRANDE";1546,00;;731,00;;626,00;68,00
"BASILICATA";"Melfi";"FILIANO";2680,00;;2183,00;;1766,00;211,00
"BASILICATA";"Melfi";"FORENZA";3156,00;;1750,00;;1498,00;123,00
"BASILICATA";"Melfi";"GENZANO DI LUCANIA";6509,00;;4052,00;;3353,00;330,00
"BASILICATA";"Melfi";"GINESTRA";795,00;;575,00;;404,00;43,00
"BASILICATA";"Melfi";"LAVELLO";10753,00;;8532,00;;7506,00;524,00
"BASILICATA";"Melfi";"MASCHITO";2114,00;;1265,00;;1068,00;116,00
"BASILICATA";"Melfi";"MELFI";12649,00;;10667,00;;9327,00;533,00
"BASILICATA";"Melfi";"MONTEMILONE";2068,00;;1279,00;;1122,00;90,00
"BASILICATA";"Melfi";"MURO LUCANO";6652,00;;3945,00;;3445,00;307,00
"BASILICATA";"Melfi";"OPPIDO LUCANO";3813,00;;2698,00;;2230,00;298,00
"BASILICATA";"Melfi";"PALAZZO SAN GERVASIO";5352,00;;3336,00;;2908,00;184,00
"BASILICATA";"Melfi";"PESCOPAGANO";2250,00;;1631,00;;1474,00;72,00
"BASILICATA";"Melfi";"PIETRAGALLA";4032,00;;3138,00;;2660,00;279,00
"BASILICATA";"Melfi";"RAPOLLA";3823,00;;2843,00;;2429,00;214,00
"BASILICATA";"Melfi";"RAPONE";1116,00;;771,00;;664,00;67,00
"BASILICATA";"Melfi";"RIONERO IN VULTURE";11699,00;;9065,00;;7646,00;516,00
"BASILICATA";"Melfi";"RIPACANDIDA";2307,00;;1289,00;;1090,00;95,00
"BASILICATA";"Melfi";"RUVO DEL MONTE";1746,00;;928,00;;742,00;121,00
"BASILICATA";"Melfi";"SAN FELE";5315,00;;2682,00;;2211,00;294,00
"BASILICATA";"Melfi";"VENOSA";10262,00;;7804,00;;6572,00;578,00
"BASILICATA";"Matera";"ACCETTURA";2694,00;;1654,00;;1393,00;158,00
"BASILICATA";"Matera";"CALCIANO";828,00;;689,00;;586,00;37,00
"BASILICATA";"Matera";"FERRANDINA";7863,00;;6453,00;;5264,00;322,00
"BASILICATA";"Matera";"GARAGUSO";1104,00;;737,00;;584,00;73,00
"BASILICATA";"Matera";"GRASSANO";5290,00;;3771,00;;3125,00;209,00
"BASILICATA";"Matera";"GROTTOLE";2178,00;;1660,00;;1352,00;115,00
"BASILICATA";"Matera";"IRSINA";5106,00;;3944,00;;3455,00;176,00
"BASILICATA";"Matera";"MATERA";44895,00;;37775,00;;32819,00;1686,00
"BASILICATA";"Matera";"MIGLIONICO";2156,00;;1639,00;;1437,00;96,00
"BASILICATA";"Matera";"MONTESCAGLIOSO";8453,00;;6121,00;;5492,00;178,00
"BASILICATA";"Matera";"OLIVETO LUCANO";643,00;;479,00;;402,00;22,00
"BASILICATA";"Matera";"POMARICO";3996,00;;2767,00;;2286,00;199,00
"BASILICATA";"Matera";"SALANDRA";2766,00;;2211,00;;1917,00;117,00
"BASILICATA";"Matera";"SAN MAURO FORTE";2166,00;;1294,00;;1076,00;63,00
"BASILICATA";"Matera";"TRICARICO";6020,00;;4194,00;;3605,00;191,00
"BASILICATA";"Pisticci";"ALIANO";1266,00;;917,00;;772,00;59,00
"BASILICATA";"Pisticci";"BERNALDA";10091,00;;7720,00;;6467,00;395,00
"BASILICATA";"Pisticci";"CIRIGLIANO";529,00;;314,00;;245,00;24,00
"BASILICATA";"Pisticci";"COLOBRARO";1647,00;;1074,00;;948,00;56,00
"BASILICATA";"Pisticci";"CRACO";819,00;;595,00;;531,00;25,00
"BASILICATA";"Pisticci";"GORGOGLIONE";1114,00;;889,00;;756,00;61,00
"BASILICATA";"Pisticci";"MONTALBANO IONICO";6655,00;;5411,00;;4427,00;291,00
"BASILICATA";"Pisticci";"NOVA SIRI";4815,00;;4110,00;;3562,00;181,00
"BASILICATA";"Pisticci";"PISTICCI";14443,00;;11467,00;;8811,00;790,00
"BASILICATA";"Pisticci";"POLICORO";11286,00;;9602,00;;8425,00;488,00
"BASILICATA";"Pisticci";"ROTONDELLA";2851,00;;2156,00;;1879,00;99,00
"BASILICATA";"Pisticci";"SAN GIORGIO LUCANO";1502,00;;1115,00;;942,00;65,00
"BASILICATA";"Pisticci";"SCANZANO JONICO";4959,00;;3987,00;;3428,00;213,00
"BASILICATA";"Pisticci";"STIGLIANO";5219,00;;4030,00;;3430,00;268,00
"BASILICATA";"Pisticci";"TURSI";4450,00;;3292,00;;2454,00;285,00
"BASILICATA";"Pisticci";"VALSINNI";1675,00;;1173,00;;1022,00;60,00
"BASILICATA";"Pisticci";"CALVERA";589,00;;406,00;;366,00;24,00
"BASILICATA";"Pisticci";"CARBONE";1126,00;;600,00;;520,00;61,00
"BASILICATA";"Pisticci";"CASTRONUOVO DI SANT'ANDREA";1439,00;;1082,00;;930,00;85,00
"BASILICATA";"Pisticci";"CERSOSIMO";777,00;;581,00;;458,00;58,00
"BASILICATA";"Pisticci";"CHIAROMONTE";1906,00;;1448,00;;1186,00;126,00
"BASILICATA";"Pisticci";"FARDELLA";888,00;;509,00;;427,00;53,00
"BASILICATA";"Pisticci";"FRANCAVILLA IN SINNI";3498,00;;2665,00;;2259,00;171,00
"BASILICATA";"Pisticci";"NOEPOLI";1155,00;;822,00;;683,00;77,00
"BASILICATA";"Pisticci";"SAN COSTANTINO ALBANESE";992,00;;694,00;;609,00;54,00
"BASILICATA";"Pisticci";"SAN PAOLO ALBANESE";440,00;;270,00;;216,00;25,00
"BASILICATA";"Pisticci";"SAN SEVERINO LUCANO";1827,00;;1368,00;;1222,00;105,00
"BASILICATA";"Pisticci";"SENISE";6151,00;;4427,00;;3794,00;250,00
"BASILICATA";"Pisticci";"TEANA";682,00;;486,00;;391,00;66,00
"BASILICATA";"Pisticci";"TERRANOVA DI POLLINO";1545,00;;1154,00;;936,00;136,00
"BASILICATA";"Lauria";"ARMENTO";801,00;;569,00;;429,00;51,00
"BASILICATA";"Lauria";"BRIENZA";3552,00;;2484,00;;2104,00;245,00
"BASILICATA";"Lauria";"CALVELLO";2390,00;;1364,00;;1126,00;133,00
"BASILICATA";"Lauria";"CASTELLUCCIO INFERIORE";2265,00;;1671,00;;1350,00;187,00
"BASILICATA";"Lauria";"CASTELLUCCIO SUPERIORE";970,00;;681,00;;579,00;40,00
"BASILICATA";"Lauria";"CASTELSARACENO";1597,00;;1196,00;;1037,00;72,00
"BASILICATA";"Lauria";"CORLETO PERTICARA";3200,00;;2127,00;;1845,00;103,00
"BASILICATA";"Lauria";"EPISCOPIA";1486,00;;1062,00;;943,00;84,00
"BASILICATA";"Lauria";"GALLICCHIO";908,00;;611,00;;464,00;69,00
"BASILICATA";"Lauria";"GRUMENTO NOVA";1903,00;;1295,00;;987,00;185,00
"BASILICATA";"Lauria";"GUARDIA PERTICARA";778,00;;515,00;;407,00;32,00
"BASILICATA";"Lauria";"LAGONEGRO";5252,00;;4181,00;;3603,00;253,00
"BASILICATA";"Lauria";"LATRONICO";4651,00;;3678,00;;3142,00;247,00
"BASILICATA";"Lauria";"LAURENZANA";2207,00;;1574,00;;1346,00;103,00
"BASILICATA";"Lauria";"LAURIA";11205,00;;9285,00;;7793,00;672,00
"BASILICATA";"Lauria";"MARATEA";4501,00;;3579,00;;3085,00;211,00
"BASILICATA";"Lauria";"MARSICO NUOVO";5068,00;;2771,00;;2308,00;255,00
"BASILICATA";"Lauria";"MARSICOVETERE";3859,00;;2773,00;;2354,00;235,00
"BASILICATA";"Lauria";"MISSANELLO";614,00;;464,00;;330,00;65,00
"BASILICATA";"Lauria";"MOLITERNO";4056,00;;3076,00;;2713,00;160,00
"BASILICATA";"Lauria";"MONTEMURRO";1819,00;;1020,00;;811,00;96,00
"BASILICATA";"Lauria";"NEMOLI";1290,00;;1074,00;;876,00;106,00
"BASILICATA";"Lauria";"PATERNO";3738,00;;2063,00;;1709,00;192,00
"BASILICATA";"Lauria";"RIVELLO";2606,00;;2122,00;;1820,00;157,00
"BASILICATA";"Lauria";"ROCCANOVA";1580,00;;1285,00;;1129,00;93,00
"BASILICATA";"Lauria";"ROTONDA";3557,00;;2474,00;;2090,00;238,00
"BASILICATA";"Lauria";"SAN CHIRICO RAPARO";1494,00;;975,00;;743,00;127,00
"BASILICATA";"Lauria";"SAN MARTINO D'AGRI";1073,00;;735,00;;660,00;46,00
"BASILICATA";"Lauria";"SANT'ARCANGELO";5577,00;;4048,00;;3347,00;290,00
"BASILICATA";"Lauria";"SARCONI";1351,00;;859,00;;748,00;62,00
"BASILICATA";"Lauria";"SASSO DI CASTALDA";910,00;;564,00;;472,00;55,00
"BASILICATA";"Lauria";"SATRIANO DI LUCANIA";2245,00;;1573,00;;1335,00;154,00
"BASILICATA";"Lauria";"SPINOSO";1583,00;;1140,00;;930,00;97,00
"BASILICATA";"Lauria";"TRAMUTOLA";3336,00;;2242,00;;1783,00;232,00
"BASILICATA";"Lauria";"TRECCHINA";2255,00;;1751,00;;1501,00;107,00
"BASILICATA";"Lauria";"VIGGIANELLO";3500,00;;2158,00;;1695,00;324,00
"BASILICATA";"Lauria";"VIGGIANO";3571,00;;2026,00;;1691,00;155,00
"CALABRIA";"Paola";"ACQUAPPESA";1814,00;;1234,00;;1024,00;87,00
"CALABRIA";"Paola";"AIETA";863,00;;699,00;;578,00;67,00
"CALABRIA";"Paola";"AMANTEA";12295,00;;8023,00;;7216,00;336,00
"CALABRIA";"Paola";"BELMONTE CALABRO";2918,00;;1265,00;;1068,00;142,00
"CALABRIA";"Paola";"BELVEDERE MARITTIMO";7482,00;;5987,00;;5293,00;338,00
"CALABRIA";"Paola";"BONIFATI";2932,00;;2068,00;;1775,00;160,00
"CALABRIA";"Paola";"BUONVICINO";2498,00;;1883,00;;1586,00;132,00
"CALABRIA";"Paola";"CETRARO";9039,00;;6308,00;;5338,00;439,00
"CALABRIA";"Paola";"CLETO";1482,00;;918,00;;822,00;54,00
"CALABRIA";"Paola";"DIAMANTE";4377,00;;3461,00;;3061,00;211,00
"CALABRIA";"Paola";"FALCONARA ALBANESE";1653,00;;793,00;;646,00;80,00
"CALABRIA";"Paola";"FIUMEFREDDO BRUZIO";3410,00;;2044,00;;1837,00;122,00
"CALABRIA";"Paola";"FUSCALDO";7372,00;;4870,00;;4323,00;285,00
"CALABRIA";"Paola";"GRISOLIA";2146,00;;1644,00;;1295,00;155,00
"CALABRIA";"Paola";"GUARDIA PIEMONTESE";1527,00;;1009,00;;922,00;44,00
"CALABRIA";"Paola";"LONGOBARDI";2184,00;;1314,00;;1113,00;88,00
"CALABRIA";"Paola";"MAIERA'";1235,00;;911,00;;815,00;58,00
"CALABRIA";"Paola";"ORSOMARSO";1505,00;;991,00;;833,00;92,00
"CALABRIA";"Paola";"PAOLA";15047,00;;10949,00;;9505,00;547,00
"CALABRIA";"Paola";"PRAIA A MARE";5163,00;;4412,00;;3847,00;242,00
"CALABRIA";"Paola";"SANGINETO";1248,00;;967,00;;839,00;56,00
"CALABRIA";"Paola";"SAN LUCIDO";5123,00;;3936,00;;3509,00;196,00
"CALABRIA";"Paola";"SAN NICOLA ARCELLA";1121,00;;925,00;;812,00;54,00
"CALABRIA";"Paola";"SAN PIETRO IN AMANTEA";831,00;;431,00;;389,00;20,00
"CALABRIA";"Paola";"SANTA DOMENICA TALAO";1214,00;;886,00;;788,00;40,00
"CALABRIA";"Paola";"SANTA MARIA DEL CEDRO";3827,00;;3065,00;;2756,00;125,00
"CALABRIA";"Paola";"SCALEA";6993,00;;5489,00;;4984,00;190,00
"CALABRIA";"Paola";"SERRA D'AIELLO";1191,00;;564,00;;479,00;26,00
"CALABRIA";"Paola";"TORTORA";4192,00;;3421,00;;3038,00;173,00
"CALABRIA";"Paola";"VERBICARO";3799,00;;2406,00;;1949,00;159,00
"CALABRIA";"Castrovillari";"ACQUAFORMOSA";1456,00;;890,00;;795,00;50,00
"CALABRIA";"Castrovillari";"ALTOMONTE";4378,00;;2767,00;;2317,00;248,00
"CALABRIA";"Castrovillari";"BISIGNANO";8771,00;;6404,00;;5321,00;485,00
"CALABRIA";"Castrovillari";"CASTROVILLARI";17686,00;;13205,00;;11303,00;751,00
"CALABRIA";"Castrovillari";"CERVICATI";1013,00;;698,00;;577,00;70,00
"CALABRIA";"Castrovillari";"CERZETO";2098,00;;1038,00;;933,00;59,00
"CALABRIA";"Castrovillari";"CIVITA";1187,00;;788,00;;600,00;135,00
"CALABRIA";"Castrovillari";"FAGNANO CASTELLO";4387,00;;2857,00;;2432,00;187,00
"CALABRIA";"Castrovillari";"FIRMO";2416,00;;1600,00;;1426,00;98,00
"CALABRIA";"Castrovillari";"FRASCINETO";2336,00;;1617,00;;1418,00;84,00
"CALABRIA";"Castrovillari";"LAINO BORGO";2253,00;;1458,00;;1231,00;123,00
"CALABRIA";"Castrovillari";"LAINO CASTELLO";1016,00;;603,00;;541,00;43,00
"CALABRIA";"Castrovillari";"LATTARICO";3532,00;;2495,00;;2210,00;164,00
"CALABRIA";"Castrovillari";"LUNGRO";3002,00;;2116,00;;1907,00;95,00
"CALABRIA";"Castrovillari";"MALVITO";2011,00;;1277,00;;1078,00;134,00
"CALABRIA";"Castrovillari";"MONGRASSANO";2001,00;;1160,00;;991,00;92,00
"CALABRIA";"Castrovillari";"MORANO CALABRO";4230,00;;2829,00;;2398,00;194,00
"CALABRIA";"Castrovillari";"MORMANNO";3390,00;;2665,00;;2338,00;190,00
"CALABRIA";"Castrovillari";"MOTTAFOLLONE";1462,00;;933,00;;775,00;102,00
"CALABRIA";"Castrovillari";"PAPASIDERO";1098,00;;589,00;;469,00;88,00
"CALABRIA";"Castrovillari";"ROGGIANO GRAVINA";7061,00;;4360,00;;3745,00;317,00
"CALABRIA";"Castrovillari";"ROTA GRECA";1229,00;;784,00;;710,00;40,00
"CALABRIA";"Castrovillari";"SAN BASILE";1331,00;;835,00;;721,00;44,00
"CALABRIA";"Castrovillari";"SAN BENEDETTO ULLANO";1505,00;;1115,00;;953,00;92,00
"CALABRIA";"Castrovillari";"SAN DONATO DI NINEA";2017,00;;1208,00;;1053,00;86,00
"CALABRIA";"Castrovillari";"SAN MARCO ARGENTANO";6624,00;;4327,00;;3685,00;343,00
"CALABRIA";"Castrovillari";"SAN MARTINO DI FINITA";1241,00;;808,00;;712,00;52,00
"CALABRIA";"Castrovillari";"SAN SOSTI";1971,00;;1488,00;;1276,00;94,00
"CALABRIA";"Castrovillari";"SANTA CATERINA ALBANESE";1311,00;;875,00;;684,00;138,00
"CALABRIA";"Castrovillari";"SANT'AGATA DI ESARO";1934,00;;1460,00;;1246,00;109,00
"CALABRIA";"Castrovillari";"SARACENA";4093,00;;2845,00;;2402,00;215,00
"CALABRIA";"Castrovillari";"TARSIA";2533,00;;1373,00;;1210,00;79,00
"CALABRIA";"Castrovillari";"TORANO CASTELLO";4459,00;;2992,00;;2705,00;147,00
"CALABRIA";"Corigliano Calabro";"ALBIDONA";1493,00;;1029,00;;715,00;228,00
"CALABRIA";"Corigliano Calabro";"ALESSANDRIA DEL CARRETTO";804,00;;592,00;;329,00;173,00
"CALABRIA";"Corigliano Calabro";"AMENDOLARA";2587,00;;1977,00;;1614,00;237,00
